OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Macaca,seq_Gorilla,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Macaca,tree_Gorilla,tree_V2,tree_V5,tree_V7,tree_V9,tree_root,is_gappy
966996,365,365,366,366,365,367,365,366,366,365,365,0.0001,0.00823,0.0001,0.01111,0.00653,0.0239,0.05124,0.0016,0.00844,0.02714,0,1
967116,241,241,212,207,207,207,241,207,207,207,241,0.05359,0.01792,0.0001,0.01028,0.0082,0.01559,0.08312,0.00511,0.01253,0.10859,0,1
967123,904,893,910,910,910,914,904,910,910,910,910,0.03054,0.08672,0.00645,0.00476,0.02134,0.07879,0.09731,0.00237,0.01895,0.08629,0,1
967129,1628,1621,1679,1677,1663,1676,1623,1676,1676,1673,1623,0.06308,0.09398,0.0058,0.00664,0.05099,0.02218,0.29611,0.00257,0.02926,0.33866,0,1
967134,518,517,518,518,518,524,518,518,518,518,518,0.00401,0.00399,0.00193,0.0001,0.00194,0.0001,0.01763,0.0001,0.00194,0.01777,0,1
967136,272,271,272,277,277,279,271,277,277,277,277,0.04438,0.04939,0.08335,0.00559,0.02688,0.00939,0.27574,0.0001,0.04249,0.1993,0,1
967181,1241,1241,1168,1223,1155,1246,1241,1223,1223,1223,1223,0.00505,0.01551,0.0282,0.00311,0.02178,0.00289,0.03251,0.00219,0.0019,0.01573,0,1
967236,940,867,941,941,920,877,940,941,941,941,940,0.02262,0.07268,0.00215,0.00107,0.01116,0.0035,0.00868,0.00211,0.00905,0.06805,0,1
967242,1096,1073,1080,1096,1079,1069,1080,1079,1079,1079,1080,0.01549,0.01567,0.0001,0.00188,0.00771,0.0001,0.02343,0.00289,0.00286,0.03139,0,1
967387,253,258,293,269,293,269,258,293,293,293,258,0.07119,0.09779,0.00694,0.01133,0.02762,0.01981,0.16842,0.00252,0.01948,0.22692,0,1
968429,375,378,339,379,355,379,375,379,379,379,379,0.08342,0.08779,0.19703,0.00266,0.04203,0.01319,0.30684,0.00535,0.0247,0.16754,0,1
968440,1864,1893,1620,1621,1619,1580,1824,1620,1620,1621,1824,0.08327,0.11198,0.0039,0.00981,0.03999,0.01211,0.23303,0.00059,0.02951,0.30339,0,1
968444,633,589,650,584,650,614,633,650,650,650,633,0.10927,0.05654,0.00303,0.00341,0.02293,0.00643,0.16467,0.00336,0.01759,0.24958,0,1
968661,313,313,316,316,316,316,313,316,316,316,313,0.05664,0.06009,0.00308,0.00657,0.02176,0.00872,0.12174,0.00435,0.0191,0.1518,0,1
968853,499,499,504,504,504,504,499,504,504,504,504,0.02459,0.02572,0.00796,0.00246,0.02663,0.01754,0.09973,0.00098,0.01776,0.09015,0,1
968877,494,503,495,495,486,495,492,495,495,495,492,0.06758,0.09199,0.00206,0.00411,0.0506,0.0055,0.21221,0.00687,0.05245,0.24077,0,1
968886,159,159,158,158,158,158,159,158,158,158,159,0.07983,0.04292,0.01303,0.0001,0.03012,0.00649,0.0746,0.00653,0.02416,0.11071,0,1
968904,541,541,532,532,532,532,541,532,532,532,541,0.05811,0.04816,0.00192,0.0001,0.0305,0.00585,0.09621,0.00379,0.01569,0.12382,0,1
968968,1425,1428,1426,1426,1426,1426,1427,1426,1426,1426,1427,0.02953,0.04207,0.00551,0.00518,0.0184,0.01339,0.10917,0.00198,0.01776,0.12008,0,1
969007,342,342,340,340,340,340,342,340,340,340,340,0.01579,0.02006,0.01502,0.01195,0.00459,0.01494,0.06838,0.00294,0.00733,0.06316,0,1
969077,2007,2006,2005,2005,2005,1924,2006,2005,2005,2005,2006,0.03484,0.01796,0.00305,0.00248,0.01141,0.0037,0.04689,0.001,0.0028,0.07031,0,1
969110,569,603,577,577,577,577,570,577,577,577,570,0.03323,0.05624,0.0001,0.00351,0.02505,0.00886,0.11382,0.007,0.01675,0.1428,0,1
969119,337,340,340,340,309,340,340,340,340,340,340,0.02039,0.01604,0.0001,0.00586,0.00653,0.00293,0.0877,0.00293,0.0001,0.09929,0,1
969146,350,350,350,350,350,353,350,350,350,350,350,0.01653,0.01703,0.0001,0.00289,0.00356,0.00579,0.01717,0.0001,0.00811,0.0203,0,1
969160,189,185,177,177,177,177,185,177,177,177,185,0.05422,0.07566,0.00564,0.00566,0.01083,0.00564,0.07482,0.0001,0.01784,0.12697,0,1
969307,1759,1541,1763,1749,1749,1755,1753,1749,1749,1749,1753,0.0105,0.01038,0.00057,0.00228,0.00356,0.0069,0.0209,0.00057,0.00217,0.02233,0,1
969337,550,551,553,554,609,554,551,554,554,554,551,0.05026,0.03071,0.0018,0.00359,0.0217,0.00436,0.08395,0.0047,0.01949,0.10643,0,1
969340,481,480,480,480,480,480,484,480,480,480,484,0.09095,0.07706,0.00211,0.00212,0.01242,0.00649,0.17377,0.00202,0.02741,0.23082,0,1
969392,516,516,516,516,516,517,516,516,516,516,516,0.02432,0.03022,0.00897,0.00273,0.01836,0.07028,0.13309,0.00425,0.01019,0.08284,0,1
969419,287,315,296,296,296,267,305,296,296,296,305,0.17179,0.08383,0.01385,0.00343,0.02844,0.0001,0.17003,0.00691,0.02448,0.29657,0,1
969425,848,763,836,833,830,788,833,823,823,830,833,0.0831,0.1342,0.01228,0.01681,0.03787,0.01081,0.12321,0.00442,0.02127,0.21491,0,1
969442,195,196,241,195,195,241,196,239,239,195,196,0.02765,0.10835,0.0001,0.0001,0.04324,0.0001,0.1946,0.00877,0.01733,0.25971,0,1
969446,155,156,166,166,165,166,156,166,166,165,156,0.09005,0.09704,0.00603,0.0001,0.0001,0.0001,0.62066,0.0001,0.05782,0.65386,0,1
969520,469,469,504,469,504,469,469,504,504,504,469,0.01634,0.01869,0.0001,0.00215,0.01066,0.0043,0.01712,0.0001,0.00347,0.02515,0,1
969563,381,376,381,381,381,381,381,381,381,381,381,0.02779,0.01886,0.0001,0.00525,0.00561,0.0079,0.07719,0.00267,0.00499,0.09206,0,1
969569,775,768,774,774,773,812,775,774,794,793,775,0.12146,0.09424,0.01052,0.00657,0.04289,0.03193,0.27443,0.00603,0.00922,0.35301,0,1
969570,697,690,697,697,697,697,697,697,697,697,697,0.01491,0.01148,0.00143,0.0001,0.00147,0.00286,0.01091,0.0001,0.00282,0.02014,0,1
969727,353,354,350,350,350,349,353,350,350,350,353,0.02187,0.009,0.0001,0.0001,0.00609,0.0001,0.03776,0.00292,0.00269,0.05353,0,1
969802,341,341,334,334,334,335,341,334,334,334,334,0.07792,0.08418,0.00416,0.00188,0.0231,0.07705,0.15952,0.00576,0.01706,0.14959,0,1
969814,189,191,174,174,177,174,189,174,174,174,171,0.01156,0.06507,0.00605,0.01199,0.02959,0.01823,0.20993,0.0001,0.04926,0.20751,0,1
969817,223,222,259,236,258,259,222,259,259,258,222,0.1056,0.02193,0.0001,0.00414,0.0204,0.01162,0.16621,0.0001,0.01888,0.2413,0,1
969822,933,929,954,955,956,954,934,955,955,955,934,0.1091,0.07419,0.00679,0.00482,0.03048,0.02919,0.15641,0.00191,0.00812,0.2282,0,1
970256,883,883,887,887,887,887,883,887,887,887,883,0.00355,0.00559,0.0001,0.00113,0.00113,0.0001,0.01465,0.00113,0.00113,0.01685,0,1
970257,861,852,898,898,898,863,861,898,898,898,861,0.0224,0.07105,0.00337,0.00111,0.00802,0.00235,0.0075,0.00338,0.0022,0.06959,0,1
970264,260,251,201,201,201,201,251,201,201,201,251,0.04677,0.03972,0.0001,0.00514,0.02035,0.00562,0.0698,0.00461,0.00617,0.09622,0,1
970298,486,487,484,484,484,485,486,484,484,484,486,0.01352,0.01155,0.00419,0.0021,0.00631,0.0001,0.02709,0.00209,0.00205,0.03229,0,1
970325,738,738,683,697,699,690,738,697,697,697,697,0.01121,0.00386,0.02149,0.0001,0.00254,0.00439,0.01779,0.0001,0.00179,0.00572,0,1
970541,966,967,928,962,962,962,967,962,962,962,967,0.00444,0.00822,0.0043,0.0001,0.00202,0.0001,0.01891,0.0001,0.0011,0.02173,0,1
970574,302,291,302,303,307,311,292,303,303,303,292,0.17672,0.14627,0.00329,0.01322,0.07277,0.01647,0.35142,0.01022,0.0672,0.43749,0,1
970594,228,228,229,229,229,231,228,229,229,229,226,0.04502,0.04633,0.00873,0.0001,0.03217,0.01312,0.2592,0.0001,0.03792,0.2545,0,1
970613,260,264,282,282,264,282,264,282,282,264,258,0.08259,0.06969,0.0001,0.01117,0.07351,0.0001,0.24375,0.00742,0.04326,0.25283,0,1
970649,204,204,214,214,214,214,204,214,214,214,204,0.0069,0.03207,0.0001,0.0001,0.00696,0.00479,0.08469,0.0001,0.00747,0.1045,0,1
970758,583,582,623,623,623,540,583,623,623,623,582,0.02263,0.01643,0.00322,0.00164,0.01047,0.00753,0.0797,0.00368,0.01056,0.08424,0,1
971007,214,217,214,214,214,217,214,214,214,214,214,0.03642,0.10687,0.0001,0.01416,0.01001,0.0192,0.1195,0.01412,0.02338,0.17471,0,1
971019,226,226,234,226,226,226,226,226,226,226,226,0.08297,0.04219,0.0181,0.00447,0.02737,0.00324,0.12719,0.00572,0.03543,0.15091,0,1
971022,232,232,232,232,232,249,232,232,232,232,232,0.00632,0.01167,0.01292,0.00425,0.02176,0.01719,0.02966,0.0001,0.00427,0.01957,0,1
971026,1478,1111,1459,1458,1461,1437,1461,1458,1458,1459,1461,0.12915,0.12907,0.00319,0.00345,0.02749,0.02519,0.12448,0.00329,0.02301,0.20543,0,1
971135,239,239,250,254,254,254,239,254,254,254,254,0.04645,0.03274,0.01524,0.01292,0.03984,0.02547,0.21998,0.0079,0.03838,0.20258,0,1
971136,317,317,324,323,323,294,317,323,323,323,317,0.0399,0.02401,0.0001,0.0001,0.01007,0.0001,0.08878,0.00908,0.0001,0.11861,0,1
971146,2947,2683,2668,2649,2649,2649,2943,2649,2649,2649,2943,0.04997,0.08614,0.01625,0.00611,0.03537,0.00564,0.14341,0.0027,0.02321,0.1874,0,1
971150,1289,1311,1288,1288,1288,1289,1288,1288,1288,1288,1288,0.02785,0.03493,0.00235,0.00235,0.0137,0.00477,0.08391,0.00071,0.01193,0.10215,0,1
971152,1048,1046,1052,1052,1186,1010,1048,1052,1052,1052,1052,0.00345,0.00637,0.00484,0.00285,0.00823,0.00302,0.02506,0.0011,0.00665,0.01884,0,1
971154,784,737,811,811,811,811,775,811,811,811,775,0.03498,0.01825,0.0001,0.0001,0.00372,0.00124,0.05348,0.00124,0.0001,0.08474,0,1
971159,295,317,300,314,300,314,299,314,314,314,299,0.10362,0.07514,0.01358,0.00957,0.02365,0.0001,0.1486,0.00321,0.03874,0.19669,0,1
971163,198,198,198,198,198,251,198,198,198,198,198,0.033,0.11319,0.0001,0.00496,0.07087,0.00663,0.14628,0.00329,0.00377,0.18859,0,1
971299,1155,1154,1077,1156,1156,1161,1155,1156,1156,1156,1156,0.02848,0.02918,0.03514,0.00433,0.01041,0.04179,0.0891,0.00137,0.00557,0.07091,0,1
971307,613,613,613,613,613,480,613,613,613,613,613,0.04025,0.0446,0.00503,0.00151,0.01638,0.0065,0.05733,0.0001,0.00188,0.08555,0,1
971360,696,696,696,696,696,691,696,696,696,696,696,0.05224,0.05315,0.00853,0.01017,0.03367,0.01835,0.13499,0.00391,0.01445,0.15446,0,1
971364,1363,1301,1355,1346,1371,1374,1357,1355,1374,1376,1344,0.01578,0.01159,0.00376,0.00455,0.0237,0.00689,0.13774,0.00149,0.02096,0.12566,0,1
971372,727,699,736,728,681,700,727,728,728,728,727,0.01398,0.00199,0.0001,0.0001,0.00205,0.00144,0.02472,0.00141,0.00281,0.03445,0,1
971378,382,386,328,385,385,390,382,385,385,385,385,0.06914,0.09166,0.01834,0.01296,0.02366,0.07639,0.22923,0.00392,0.05329,0.19121,0,1
971514,291,291,292,292,292,301,291,292,292,292,291,0.02114,0.03598,0.00341,0.0001,0.00643,0.0001,0.04576,0.00341,0.01062,0.06429,0,1
971522,922,922,923,923,923,923,922,923,923,923,923,0.00989,0.00887,0.00219,0.0011,0.00998,0.0011,0.03926,0.0001,0.00795,0.039,0,1
971542,260,260,257,257,257,269,260,257,257,257,260,0.04607,0.04941,0.0001,0.00786,0.00375,0.00786,0.08095,0.0001,0.00813,0.11437,0,1
971672,214,167,238,238,211,230,214,238,230,206,206,0.10407,0.08798,0.0043,0.0001,0.03104,0.00843,0.20759,0.01968,0.0824,0.20529,0,1
971680,356,326,353,353,353,353,355,353,353,353,355,0.08394,0.0494,0.0001,0.0001,0.01916,0.00237,0.09991,0.0033,0.01321,0.16469,0,1
971682,1343,1264,1349,1349,1265,1267,1343,1349,1349,1349,1343,0.07955,0.13387,0.01224,0.01227,0.03942,0.00975,0.14055,0.00217,0.01829,0.235,0,1
971694,917,930,918,918,903,632,918,918,918,918,918,0.08886,0.04813,0.00219,0.00329,0.01573,0.0001,0.07129,0.0001,0.00721,0.14443,0,1
971821,399,458,511,510,513,508,457,510,509,512,457,0.10422,0.11288,0.0001,0.00792,0.07795,0.01612,0.29797,0.00189,0.00878,0.33289,0,1
971853,197,198,200,200,200,163,198,200,200,200,198,0.06996,0.08887,0.00755,0.00261,0.05922,0.00609,0.18356,0.0001,0.00114,0.21321,0,1
971854,173,173,177,177,177,177,173,177,177,177,177,0.02939,0.0001,0.02872,0.01698,0.04591,0.0001,0.11881,0.00558,0.04267,0.07123,0,1
971996,672,672,622,622,600,596,674,622,622,622,622,0.04442,0.05352,0.01436,0.00157,0.10182,0.08482,0.15178,0.0001,0.04041,0.08008,0,1
972012,370,370,367,367,367,418,370,367,367,367,367,0.01479,0.00206,0.01096,0.0001,0.01679,0.0027,0.11066,0.00276,0.01669,0.09504,0,1
972069,636,634,626,636,637,634,634,634,634,634,634,0.03005,0.01967,0.01489,0.00158,0.01794,0.01175,0.08678,0.00312,0.01201,0.08681,0,1
972101,398,304,398,398,398,370,398,398,398,398,398,0.04759,0.04263,0.0051,0.0001,0.01142,0.01822,0.06889,0.00129,0.01346,0.08481,0,1
972146,268,267,272,272,272,272,267,272,272,272,267,0.10286,0.11504,0.00739,0.01119,0.0599,0.01483,0.22789,0.0001,0.01592,0.28302,0,1
972167,415,415,418,418,418,419,415,418,418,418,415,0.0124,0.0213,0.0001,0.0001,0.01154,0.00241,0.05776,0.00241,0.00553,0.06752,0,1
972379,146,146,146,146,146,149,146,146,146,146,146,0.01441,0.01294,0.0001,0.0001,0.01911,0.00683,0.09946,0.0001,0.00863,0.09476,0,1
972421,130,130,131,131,131,131,130,131,131,131,130,0.03076,0.03414,0.0001,0.0001,0.0121,0.00752,0.07598,0.00827,0.02172,0.08013,0,1
972423,429,408,432,432,432,432,429,432,432,432,429,0.06172,0.09578,0.00708,0.00234,0.02562,0.01654,0.0565,0.0001,0.00863,0.12666,0,1
972425,359,360,353,353,353,353,360,353,353,353,360,0.06131,0.02204,0.00288,0.0001,0.00678,0.00281,0.08188,0.00878,0.02874,0.10279,0,1
972462,202,201,202,202,202,178,202,202,202,202,202,0.01506,0.0001,0.0001,0.0001,0.01013,0.02925,0.04093,0.005,0.00492,0.02182,0,1
972468,1552,1548,1530,1549,1530,1425,1549,1530,1530,1530,1530,0.01413,0.02255,0.0013,0.00065,0.0038,0.07453,0.05709,0.00109,0.00097,0.00413,0,1
972553,1285,1286,1269,1269,1269,1269,1286,1269,1269,1269,1286,0.01869,0.02791,0.00565,0.00404,0.01422,0.00483,0.0729,0.00081,0.00484,0.08658,0,1
972557,481,481,478,478,478,435,481,478,478,478,481,0.04366,0.03356,0.0001,0.00434,0.03122,0.00704,0.1452,0.00247,0.01946,0.15764,0,1
972732,557,557,524,527,524,512,557,524,524,524,557,0.0942,0.03679,0.0001,0.00193,0.00552,0.00213,0.16279,0.0001,0.00612,0.24874,0,1
972837,287,288,287,287,287,286,287,287,287,287,287,0.03739,0.07604,0.00749,0.01707,0.00361,0.02094,0.13621,0.00958,0.0347,0.1509,0,1
972855,771,782,764,764,764,764,769,764,764,764,769,0.05708,0.17895,0.0052,0.01458,0.05252,0.00501,0.13197,0.0029,0.0594,0.23403,0,1
972866,634,640,725,725,726,725,635,725,729,701,635,0.09564,0.12096,0.0101,0.00869,0.05659,0.05273,0.18668,0.01203,0.03571,0.2192,0,1
972869,235,235,305,235,235,305,235,305,305,235,235,0.00848,0.00889,0.0134,0.0043,0.03922,0.01336,0.05081,0.0001,0.00524,0.02049,0,1
972885,488,498,488,498,488,498,488,498,498,488,488,0.0116,0.01921,0.00207,0.00806,0.00499,0.00388,0.06354,0.00213,0.01069,0.06187,0,1
973039,2277,2278,2271,2271,2349,2224,2277,2271,2271,2271,2277,0.05113,0.04803,0.00478,0.00549,0.02378,0.00675,0.11041,0.00311,0.01884,0.13409,0,1
973100,333,342,335,335,335,335,333,335,335,335,333,0.19481,0.28777,0.003,0.01541,0.04907,0.0124,0.25959,0.00929,0.0435,0.47916,0,1
973102,240,240,243,243,240,243,240,243,243,243,240,0.22338,0.27317,0.00834,0.0001,0.08699,0.0001,0.26834,0.00415,0.02569,0.45452,0,1
973103,331,343,332,332,332,332,343,332,332,332,343,0.27074,0.11733,0.0084,0.01914,0.05447,0.01159,0.40989,0.01389,0.09308,0.55452,0,1
973174,244,244,241,241,244,242,245,241,242,242,242,0.03176,0.04964,0.0001,0.0086,0.0569,0.00884,0.15258,0.00408,0.03964,0.14532,0,1
973223,378,380,457,376,463,461,377,461,461,462,377,0.12751,0.02595,0.01202,0.00273,0.03308,0.00903,0.22387,0.0056,0.03434,0.29942,0,1
973709,319,321,316,317,316,316,321,316,316,316,316,0.0409,0.04788,0.00639,0.01955,0.03635,0.02198,0.09218,0.00793,0.02764,0.08493,0,1
973718,279,280,296,296,294,296,280,296,296,296,280,0.06618,0.06599,0.0001,0.00338,0.03496,0.00682,0.08749,0.00334,0.01101,0.11871,0,1
973730,950,970,956,956,956,956,950,956,956,956,950,0.0039,0.01325,0.00104,0.0001,0.002,0.0001,0.02294,0.00104,0.00427,0.02984,0,1
973742,785,784,791,791,791,791,785,791,791,791,785,0.04992,0.05596,0.00388,0.00129,0.01707,0.00655,0.11722,0.0012,0.00964,0.15612,0,1
973747,432,432,362,435,362,414,432,435,435,435,432,0.06995,0.02385,0.0001,0.00513,0.00493,0.02018,0.0614,0.00516,0.0125,0.09866,0,1
973877,519,519,519,519,519,521,519,519,519,519,519,0.04001,0.01495,0.00585,0.00193,0.00989,0.00194,0.03043,0.00194,0.00792,0.05472,0,1
973881,572,572,572,572,572,573,572,572,572,572,572,0.00881,0.0001,0.00176,0.00529,0.00714,0.00352,0.02937,0.00176,0.00515,0.02597,0,1
973985,558,554,598,598,598,604,559,598,598,598,559,0.01777,0.0574,0.00515,0.00685,0.01638,0.00499,0.15074,0.00358,0.02098,0.17673,0,1
973992,201,182,151,151,151,161,185,151,151,151,185,0.12825,0.12782,0.02659,0.01364,0.02376,0.01624,0.17295,0.00817,0.01166,0.25477,0,1
973993,152,149,189,190,168,190,151,190,190,168,149,0.05109,0.05861,0.01109,0.00546,0.04014,0.0001,0.21916,0.0001,0.03065,0.23603,0,1
973994,128,128,128,128,128,128,128,128,128,128,128,0.0001,0.10614,0.00819,0.01637,0.01583,0.02488,0.27202,0.00833,0.04491,0.30838,0,1
974068,432,432,453,445,445,366,432,445,445,445,432,0.02896,0.03278,0.00675,0.00225,0.02237,0.01151,0.09523,0.00261,0.01219,0.10431,0,1
974236,405,403,403,403,403,403,403,403,403,403,403,0.0276,0.0218,0.0001,0.0001,0.00824,0.00249,0.02364,0.0001,0.00692,0.04183,0,1
974264,393,393,394,394,394,394,393,394,394,394,393,0.0591,0.04962,0.0126,0.00726,0.04023,0.0001,0.15561,0.00288,0.01766,0.17448,0,1
974265,374,374,374,374,374,310,374,374,374,374,374,0.01672,0.0106,0.00265,0.0001,0.00262,0.00637,0.0216,0.00266,0.00534,0.02661,0,1
974349,145,94,145,145,163,92,145,145,145,145,145,0.03652,0.0001,0.01358,0.00693,0.01279,0.0001,0.12093,0.0001,0.01476,0.1291,0,1
974363,173,173,199,199,199,199,173,199,199,199,173,0.14949,0.08031,0.0001,0.0001,0.01715,0.00498,0.27489,0.0001,0.00796,0.40723,0,1
974364,287,281,276,295,294,295,288,295,295,295,288,0.06787,0.13323,0.00358,0.00902,0.05295,0.0034,0.16098,0.00443,0.01756,0.24125,0,1
974373,623,631,554,636,636,636,626,636,636,636,636,0.08545,0.09627,0.15131,0.00858,0.03401,0.01322,0.28132,0.00066,0.0121,0.21352,0,1
974538,2089,2101,2095,2087,2122,1944,2086,2087,2087,2087,2086,0.03108,0.02624,0.00291,0.00287,0.01208,0.00171,0.04207,0.00088,0.01177,0.05759,0,1
974667,195,195,197,197,197,197,195,197,197,197,195,0.0114,0.02555,0.0001,0.0001,0.0063,0.00509,0.05881,0.0001,0.01449,0.06479,0,1
974678,849,730,845,854,854,854,848,854,854,854,844,0.01953,0.03313,0.00396,0.00314,0.00924,0.01099,0.10957,0.00237,0.02815,0.10355,0,1
974731,176,176,172,172,178,172,176,172,172,178,178,0.04341,0.04715,0.00601,0.00583,0.10021,0.0001,0.08678,0.01833,0.05116,0.03372,0,1
974762,462,462,468,468,468,468,462,468,468,468,462,0.0227,0.04785,0.00444,0.00674,0.03469,0.01416,0.12129,0.00849,0.01501,0.13445,0,1
974763,321,321,307,321,321,323,321,321,321,321,321,0.02658,0.03899,0.02018,0.00643,0.01703,0.11008,0.12512,0.0001,0.00547,0.04856,0,1
974764,332,333,333,331,296,243,331,333,333,330,328,0.01899,0.03324,0.00305,0.00612,0.003,0.00426,0.08009,0.0001,0.0217,0.08551,0,1
974824,585,586,570,586,586,586,585,586,586,586,585,0.00874,0.00684,0.00177,0.0001,0.00163,0.0001,0.01341,0.00171,0.00353,0.01514,0,1
974884,487,483,494,494,495,494,487,494,494,495,487,0.03514,0.03416,0.00417,0.0001,0.01732,0.00624,0.10146,0.0001,0.00368,0.11928,0,1
974977,2039,2033,2136,2136,2132,2136,2037,2136,2136,2136,2037,0.09946,0.08345,0.00192,0.00331,0.01992,0.00335,0.27351,0.00092,0.01114,0.35305,0,1
974980,668,671,868,868,856,779,672,868,858,858,672,0.12762,0.10406,0.00145,0.00461,0.03982,0.00539,0.16871,0.00142,0.02105,0.2565,0,1
974981,395,392,400,400,405,399,396,400,400,402,396,0.18943,0.16063,0.00777,0.00256,0.06941,0.00257,0.35197,0.0001,0.03865,0.47199,0,1
974996,370,370,370,370,369,371,370,370,370,370,370,0.01556,0.0244,0.0001,0.0001,0.00453,0.0001,0.04091,0.00271,0.0037,0.05889,0,1
975094,218,218,220,220,220,234,218,220,220,220,220,0.05198,0.02469,0.0001,0.0001,0.00509,0.05528,0.18378,0.0001,0.01378,0.1667,0,1
975100,213,221,213,213,213,213,213,213,213,213,213,0.02621,0.02145,0.00956,0.0001,0.00822,0.0001,0.04443,0.00477,0.021,0.03532,0,1
975108,923,923,889,923,879,910,923,923,923,923,923,0.00437,0.00106,0.00231,0.00218,0.00345,0.0001,0.01687,0.00109,0.00141,0.01644,0,1
975116,793,653,728,728,729,728,784,728,728,729,784,0.11264,0.20215,0.01324,0.00958,0.05303,0.01876,0.21767,0.0001,0.0164,0.3668,0,1
975119,391,378,391,391,391,391,391,391,391,391,391,0.00259,0.0001,0.0001,0.0001,0.00393,0.0001,0.02622,0.00255,0.00632,0.01994,0,1
975321,525,522,525,525,525,525,524,525,525,525,524,0.03848,0.03097,0.00251,0.00159,0.01201,0.00439,0.06504,0.00888,0.0139,0.07823,0,1
975367,1856,1849,1861,1861,1860,1862,1856,1861,1861,1861,1856,0.01643,0.02132,0.0027,0.00593,0.01159,0.00205,0.04077,0.00228,0.00827,0.04561,0,1
975374,607,608,542,610,541,587,608,610,610,610,608,0.03348,0.04283,0.00375,0.01022,0.01669,0.00722,0.09005,0.00805,0.02021,0.0944,0,1
975472,312,312,316,316,274,316,312,316,316,316,312,0.04256,0.11465,0.00669,0.0066,0.04388,0.00873,0.16607,0.0013,0.01195,0.23684,0,1
975476,1399,1406,1221,1430,1388,1376,1411,1430,1430,1431,1411,0.07457,0.06619,0.02939,0.00283,0.01316,0.00802,0.10384,0.0001,0.01847,0.13055,0,1
975528,2044,2044,1768,2102,2077,1882,2044,2098,2077,2077,2044,0.0038,0.00612,0.00227,0.00143,0.00077,0.00266,0.00786,0.00048,0.00069,0.01054,0,1
975594,458,457,449,449,430,449,457,449,449,449,457,0.08705,0.066,0.00458,0.0023,0.02851,0.02578,0.18469,0.00246,0.02604,0.21991,0,1
975637,2462,2452,2309,2476,2475,2465,2462,2465,2465,2465,2462,0.01366,0.01503,0.00257,0.00091,0.00637,0.00162,0.02188,0.00073,0.00309,0.03052,0,1
975647,537,534,431,560,556,560,538,560,560,560,538,0.07052,0.06277,0.01155,0.0001,0.03424,0.00915,0.11809,0.0001,0.0001,0.15437,0,1
975655,123,123,123,123,122,123,123,123,123,123,123,0.03976,0.06261,0.0001,0.0001,0.01704,0.017,0.07802,0.00812,0.05123,0.0724,0,1
975660,123,123,139,124,125,114,123,124,124,124,124,0.08389,0.09125,0.17453,0.0001,0.01326,0.00856,0.43435,0.0001,0.06395,0.28713,0,1
975686,504,506,509,509,509,540,508,509,509,509,508,0.07254,0.07356,0.00801,0.01402,0.03675,0.01813,0.1712,0.00592,0.02134,0.20349,0,1
975711,332,331,334,334,334,331,332,334,334,334,334,0.01984,0.04967,0.0001,0.0001,0.03588,0.09124,0.14257,0.00447,0.01954,0.08146,0,1
975806,859,860,933,933,935,926,860,933,933,933,933,0.02107,0.02789,0.00543,0.00319,0.03715,0.06846,0.1124,0.00331,0.01485,0.05698,0,1
975921,1720,1705,1729,1729,1730,1728,1719,1729,1729,1731,1719,0.06469,0.05405,0.00385,0.0064,0.02937,0.01066,0.15308,0.00475,0.00439,0.18841,0,1
975923,1124,1184,1120,1171,1024,1173,1165,1171,1164,1164,1164,0.01421,0.00688,0.0009,0.00267,0.01644,0.00353,0.03248,0.0027,0.02143,0.01989,0,1
975930,748,739,736,736,736,736,739,736,736,736,739,0.03523,0.02023,0.00272,0.00136,0.0125,0.0069,0.04398,0.0013,0.00553,0.06671,0,1
975932,732,548,736,736,735,738,728,736,736,735,728,0.03574,0.02733,0.00413,0.0001,0.00779,0.00689,0.03679,0.0001,0.01456,0.05108,0,1
976042,1653,1646,1692,1692,1686,1694,1653,1692,1692,1689,1653,0.06144,0.05809,0.00418,0.00538,0.0289,0.02265,0.17179,0.00048,0.01449,0.1961,0,1
976045,393,384,352,351,352,351,389,352,352,352,389,0.05721,0.19577,0.01331,0.01606,0.02346,0.0286,0.12086,0.00562,0.03504,0.25299,0,1
976185,664,664,665,665,665,665,664,665,665,665,665,0.00963,0.0119,0.00609,0.00303,0.02331,0.00303,0.03699,0.0001,0.00602,0.02558,0,1
976262,303,303,301,301,301,315,303,301,301,301,303,0.05622,0.07584,0.00672,0.00336,0.02463,0.00338,0.12057,0.00332,0.01023,0.17178,0,1
976272,735,603,670,670,670,670,724,670,670,670,724,0.10839,0.08102,0.00619,0.01245,0.03155,0.00613,0.19228,0.00311,0.0001,0.26912,0,1
976369,846,841,834,845,845,845,846,845,845,845,846,0.03403,0.04429,0.00855,0.00357,0.01273,0.00481,0.04637,0.00112,0.01153,0.06945,0,1
976411,238,239,243,242,242,242,238,242,242,242,238,0.08738,0.06253,0.00839,0.00433,0.02156,0.00437,0.16746,0.00848,0.0129,0.22507,0,1
976415,764,742,757,757,757,757,763,757,757,757,763,0.09609,0.12543,0.00452,0.01003,0.03661,0.01166,0.23682,0.00258,0.01215,0.32564,0,1
976418,1003,811,1015,1019,1014,1015,1003,1015,1015,1015,1003,0.0056,0.0101,0.00198,0.00197,0.00278,0.00212,0.01977,0.00282,0.00229,0.02277,0,1
