,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len
10348,808160,491,173,173,0,0,Mus,47,Rattus,0.0320311053508609,47,43.25,42.0,42,0,Mus,47,Rattus,47,173,3.6808510638297873,1,29.8582,1395.18,-6238.93,46.7268623,41657.563476,0.02144
10349,808164,496,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,47,173,3.6808510638297873,0,1e-06,1e-06,-5655.12,1.0,0.0,0.13946
10350,808168,147,15,15,0,0,Mus,15,Gorilla,0.0092764378478664,15,15.0,15.0,15,0,Mus,15,Gorilla,15,15,1.0,1,9.53992,1113.72,-684.07,116.7431173,10624.7997024,0.01
10351,808169,427,80,54,26,3,Rattus,26,Gorilla,0.0170321481796891,26,2.5,2.0,3,1,Mus,16,Gorilla,26,28,1.0769230769230769,1,0.551958,205.251,-3609.4,371.8598154,113.2899315,0.27524
10352,653846,1237,572,447,125,22,V5,151,Pan,0.042037186742118,166,24.869565217391305,17.0,19,1,Mus,151,Pan,166,322,1.9397590361445785,1,3.61094,1459.25,-13324.1,404.119149,5269.264195,0.10817
10353,653847,1004,967,542,425,50,Gorilla,118,Macaca,0.0875588554871423,159,17.581818181818182,17.0,17,1,Mus,98,Pan,159,117,0.7358490566037735,1,15.5723,1942.31,-10879.3,124.7285244,30246.234013,0.08092
10354,648368,579,24,24,0,0,Mus,24,Pan,0.0037682524729156,24,12.0,12.0,18,0,Mus,18,Pan,24,24,1.0,1,0.694431,373.306,-4651.93,537.5710474,259.2352589,0.10964
10355,648373,263,14,8,6,0,Mus,2,Pan,0.0048392671966816,2,2.0,2.0,2,0,Mus,2,Pan,2,2,1.0,1,0.412145,105.574,-1415.74,256.1574203,43.5117962,0.05921
10356,648391,1833,933,639,294,7,Rattus,395,Gorilla,0.0462728760601101,402,15.048387096774194,1.0,1,1,Mus,335,Gorilla,402,345,0.8582089552238806,1,0.802553,1266.52,-16438.3,1578.1138442,1016.4494256,0.18676
10357,809792,759,1123,639,484,87,Homo,135,Mus,0.1345071266019882,243,7.798611111111111,6.0,2,1,Mus,30,Macaca,243,155,0.6378600823045267,1,1.42166,655.826,-7643.92,461.3100179,932.3615912,0.49924
10358,809793,411,82,52,30,0,Homo,24,Pan,0.0181375801813758,33,5.857142857142857,2.0,2,0,Homo,24,Pan,33,22,0.6666666666666666,1,2.0313,696.588,-3085.39,342.9271895,1414.9792044,0.09955
10359,809794,603,210,145,65,1,Mus,59,Pan,0.031659882406151,81,10.0,1.0,1,1,Mus,38,Pan,81,80,0.9876543209876544,1,0.897086,467.563,-4721.8,521.2019806,419.4442214,0.17558
10360,810578,867,1587,942,645,77,Mus,277,Rattus,0.166404529726329,388,20.346153846153847,9.5,1,1,Mus,177,Rattus,388,297,0.7654639175257731,1,0.983666,545.776,-8461.58,554.8387359,536.8612948,0.64266
10361,810579,1009,1596,860,736,93,Homo,189,Macaca,0.1437967384449049,217,22.8,12.0,1,1,Mus,69,Macaca,217,124,0.5714285714285714,1,3.81365,1352.44,-9707.99,354.6313899,5157.732806,0.12128
10362,810583,317,22,16,6,0,Homo,5,Pan,0.0063091482649842,8,3.6666666666666665,3.0,3,0,Homo,5,Pan,8,10,1.25,1,1.19775,340.534,-2041.07,284.3114172,407.8745985,0.09655
10363,810584,657,124,62,62,0,Pan,31,Mus,0.0171578801715788,31,31.0,31.0,31,0,Pan,31,Mus,31,0,0.0,1,2.25812,1251.37,-4692.6,554.1645262,2825.7436244,0.04496
10364,972549,1487,165,133,32,3,Pan,70,Macaca,0.0100874243443174,111,3.5106382978723403,1.0,1,1,Mus,66,Macaca,111,101,0.90990990990991,1,1.0346,1323.34,-11834.9,1279.0837038,1369.127564,0.10798
10365,972553,1290,164,93,71,4,Rattus,21,Pan,0.0115574348132487,26,3.4166666666666665,3.0,1,1,Mus,7,Pan,26,22,0.8461538461538461,1,0.356001,423.257,-11569.0,1188.9208176,150.6799153,0.24047
10366,972555,723,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,26,22,0.8461538461538461,0,1e-06,1e-06,-9547.74,1.0,0.0,0.19511
10367,803279,253,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,26,22,0.8461538461538461,0,1e-06,1e-06,-2112.7,1.0,0.0,0.01274
10368,803280,211,20,12,8,0,Pan,4,Mus,0.0086169754416199,4,4.0,4.0,4,0,Pan,4,Mus,4,4,1.0,1,1.6964,303.877,-1553.42,179.1305117,515.4969428,0.10826
10369,307147,1913,350,191,159,15,Pan,73,Mus,0.0166326094188091,89,2.9411764705882355,1.0,1,1,Mus,21,Mus,89,32,0.3595505617977528,1,0.0896611,166.081,-19543.6,1852.3194563,14.8910051,0.35671
10370,307193,488,206,124,82,0,Pan,41,Mus,0.0383755588673621,41,34.333333333333336,41.0,41,0,Pan,41,Mus,41,42,1.024390243902439,1,0.68417,305.267,-3550.95,446.1858895,208.8545234,0.13443
10371,307224,69,7,4,3,0,Mus,1,Pan,0.0092226613965744,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.014576,0.992347,-476.383,68.0808864,0.0144644,1.18365
10372,314682,463,354,177,177,2,Gorilla,36,Rattus,0.0695071666993913,36,10.411764705882351,12.0,12,1,Mus,21,Mus,36,0,0.0,1,1.24957,469.762,-4527.63,375.938923,587.0005023,0.193
10373,314688,459,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,36,0,0.0,0,1e-06,1e-06,-5320.9,1.0,0.0,0.03998
10374,314689,606,581,292,289,27,Mus,60,V2,0.0871587158715871,63,14.897435897435898,17.0,17,1,Rattus,36,Pan,63,3,0.0476190476190476,1,0.428746,222.63,-5055.81,519.2584887,95.451722,0.40022
10375,1029563,1635,841,615,226,39,Pan,340,Rattus,0.0467611898804559,380,15.574074074074074,3.5,2,1,Mus,219,Rattus,380,389,1.0236842105263158,1,0.97908,1203.54,-14663.5,1229.2560363,1178.3619432,0.1731
10376,1029609,1137,617,596,21,0,Mus,355,Gorilla,0.0493323738706324,491,47.46153846153846,4.0,4,0,Mus,333,Gorilla,491,575,1.1710794297352345,1,1.84417,1242.2,-12669.7,673.5821535,2290.827974,0.18924
10377,316428,522,1288,712,576,81,Gorilla,142,Mus,0.2243120863810519,183,16.94736842105263,11.0,43,1,Pan,43,Mus,183,136,0.7431693989071039,1,2.28873,645.078,-5993.96,281.8497595,1476.4093709,0.43065
10378,316701,448,266,137,129,19,Mus,32,root,0.0539772727272727,40,4.222222222222222,2.0,1,1,Mus,12,Rattus,40,8,0.2,1,0.363407,140.599,-4172.59,386.8912817,51.0946608,0.4406
10379,808056,524,259,144,115,14,Pan,43,Rattus,0.0449340735600277,55,5.51063829787234,2.0,2,1,Mus,17,Rattus,55,29,0.5272727272727272,1,0.627246,296.865,-4858.82,473.2832095,186.2073838,0.16921
10380,808058,404,155,85,70,5,Gorilla,22,Mus,0.0348784878487848,27,3.1,3.0,5,1,Mus,5,Mus,27,15,0.5555555555555556,1,0.326582,110.81,-4018.27,339.3022273,36.1885514,0.59573
10381,964313,549,932,485,447,59,Rattus,90,Mus,0.1543301871170723,128,16.350877192982455,15.0,10,1,Mus,32,Mus,128,38,0.296875,1,1.60202,613.426,-4606.2,382.9078289,982.7207205,0.29017
10382,964927,256,211,187,24,0,V5,52,Rattus,0.0749289772727272,67,26.375,17.5,12,0,V5,52,Rattus,67,163,2.4328358208955225,1,19.2065,1204.48,-3305.41,62.7121027,23133.84512,0.07286
10383,965323,198,30,15,15,0,Gorilla,3,Mus,0.0137741046831955,3,3.0,3.0,3,0,Gorilla,3,Mus,3,0,0.0,1,12.4145,1329.72,-1498.86,107.110234,16507.80894,0.00604
10384,976421,541,97,87,10,1,Pan,78,Rattus,0.0162997815493194,79,4.619047619047619,1.0,1,1,Mus,77,Rattus,79,77,0.9746835443037974,1,2.8643,1233.67,-4724.74,430.7055825,3533.600981,0.07069
10385,977261,238,146,146,0,0,Mus,78,Rattus,0.0557677616501145,78,73.0,73.0,78,0,Mus,78,Rattus,78,146,1.871794871794872,1,17.8938,1416.41,-1997.4,79.1564676,25344.957258,0.02594
10386,983468,545,891,564,327,41,Gorilla,150,Homo,0.1486238532110091,183,24.75,13.0,13,10,Pan,70,Homo,183,237,1.2950819672131149,1,6.30622,1525.7,-5505.3,241.9357396,9621.399854,0.16434
10387,983966,376,33,18,15,3,Mus,3,Mus,0.0079787234042553,6,1.5714285714285714,2.0,2,1,Mus,3,Gorilla,6,3,0.5,1,0.734215,249.574,-3488.48,339.9195059,183.2409744,0.14665
10388,300953,384,651,326,325,15,Rattus,66,Pan,0.1541193181818181,67,22.448275862068964,3.0,3,1,Mus,61,Pan,67,1,0.0149253731343283,1,1.8276,478.751,-2959.3,261.9561173,874.9653276,0.2832
10389,301118,76,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,1,0.0149253731343283,0,1e-06,1e-06,-501.001,1.0,0.0,0.01
10390,695743,287,294,147,147,1,Mus,30,Rattus,0.0931263858093126,30,21.0,29.0,29,1,Mus,29,Rattus,30,0,0.0,1,3.72387,756.941,-2096.06,203.2672999,2818.7498817,0.12003
10391,695758,375,258,129,129,1,Gorilla,33,Mus,0.0625454545454545,33,8.6,5.0,1,1,Mus,17,Mus,33,0,0.0,1,2.33206,602.824,-3763.06,258.4942068,1405.8217374,0.21091
10392,695760,269,76,51,25,0,Pan,26,Rattus,0.0256843528218992,26,25.33333333333333,25.0,25,0,Pan,26,Rattus,26,26,1.0,1,6.65351,1367.2,-1303.28,205.4855257,9096.678872,0.01276
10393,1017816,948,320,160,160,0,Rattus,32,Mus,0.0306866129650939,32,32.0,32.0,32,0,Rattus,32,Mus,32,0,0.0,1,0.390491,363.618,-7709.03,931.1815125,141.9895564,0.04241
10394,1017819,654,372,201,171,21,Gorilla,42,Rattus,0.0517097581317764,63,10.941176470588236,11.0,21,1,Mus,21,Mus,63,30,0.4761904761904761,1,1.70229,865.152,-5818.75,508.2283277,1472.7395981,0.172
10395,1017822,282,286,160,126,12,Mus,34,Pan,0.0921985815602836,35,13.0,11.0,11,1,Mus,24,Macaca,35,34,0.9714285714285714,1,8.79801,1376.06,-1703.44,156.4058236,12106.5896406,0.05335
10396,811164,2036,146,76,70,8,Pan,24,Rattus,0.0065190212537953,29,3.842105263157895,4.0,1,1,Mus,7,Rattus,29,6,0.2068965517241379,1,0.183547,356.443,-20795.9,1941.9712662,65.4240433,0.25793
10397,811166,168,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,29,6,0.2068965517241379,0,1e-06,1e-06,-1484.27,1.0,0.0,0.08193
10398,811168,567,451,242,209,23,Homo,51,Rattus,0.0723104056437389,77,8.2,6.0,1,1,Mus,23,Mus,77,33,0.4285714285714285,1,0.684815,281.502,-6146.93,411.0628418,192.7767921,0.58105
10399,1027045,593,294,147,147,0,Pan,30,Mus,0.0450712862179978,30,21.0,29.0,29,0,Pan,29,Mus,30,0,0.0,1,0.466706,252.841,-4806.36,541.7564805,118.0024117,0.20343
10400,1027077,660,474,329,145,11,Gorilla,204,Mus,0.0652892561983471,204,16.344827586206897,1.0,1,1,Pan,204,Mus,204,184,0.9019607843137256,1,4.97005,1640.29,-7541.61,330.0349091,8152.3233145,0.14815
10401,984669,263,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,204,184,0.9019607843137256,0,1e-06,1e-06,-2522.38,1.0,0.0,0.06797
10402,984671,370,331,263,68,12,Pan,113,Macaca,0.0813267813267813,125,13.791666666666666,6.5,1,1,Mus,113,Macaca,125,195,1.56,1,2.32674,508.671,-4381.78,218.6196137,1183.5451625,0.35571
10403,1018225,1188,407,216,191,31,Homo,53,root,0.0311447811447811,77,5.0875,2.0,1,1,Mus,24,Pan,77,25,0.3246753246753247,1,1.7685,1350.02,-11273.6,763.3700876,2387.51037,0.22861
10404,1018226,1413,655,421,234,26,Pan,136,Gorilla,0.0421411567908383,194,12.12962962962963,1.0,1,1,Mus,124,Rattus,194,187,0.963917525773196,1,1.041,1192.13,-13670.5,1145.1777137,1241.00733,0.21374
10405,1018228,1211,756,417,339,65,Gorilla,82,Rattus,0.0567524960588544,146,8.129032258064516,3.0,3,1,Mus,41,Rattus,146,78,0.5342465753424658,1,0.561632,578.21,-11719.1,1029.5175489,324.7412387,0.31884
10406,1018993,2263,1054,872,182,30,Macaca,634,Rattus,0.0423412204234122,662,17.278688524590162,1.0,1,1,Mus,478,Rattus,662,690,1.042296072507553,1,0.738668,1198.84,-22560.5,1622.9754098,885.5447451,0.28681
10407,1019149,218,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,662,690,1.042296072507553,0,1e-06,1e-06,-1839.04,1.0,0.0,0.0192
10408,1019171,443,25,15,10,0,Pan,5,Mus,0.0051303098707161,5,5.0,5.0,5,0,Pan,5,Mus,5,5,1.0,1,0.0403031,17.6441,-3084.1,437.7851828,0.7111119,0.26259
10409,1019207,712,418,265,153,26,Macaca,68,Rattus,0.0533707865168539,88,6.741935483870968,1.5,1,1,Mus,26,Rattus,88,112,1.2727272727272727,1,1.65339,901.435,-6237.65,545.2040958,1490.4236146,0.19279
10410,1019314,997,364,222,142,2,Pan,68,V2,0.0331904805325066,83,12.551724137931034,1.0,1,1,Mus,65,Mus,83,80,0.963855421686747,1,1.72387,1272.77,-9225.51,738.3213351,2194.0900199,0.04727
10411,994979,336,10,10,0,0,Mus,10,Gorilla,0.0027056277056277,10,5.0,5.0,5,0,Mus,5,Gorilla,10,10,1.0,1,0.197913,63.0825,-2632.92,318.7385366,12.4848468,0.26951
10412,995055,564,384,365,19,3,Mus,159,Pan,0.0618955512572533,160,11.636363636363637,1.0,1,1,Mus,158,Pan,160,346,2.1625,1,2.94883,988.762,-6894.79,335.3065453,2915.6910485,0.25825
10413,995057,2098,700,382,318,48,V9,85,V2,0.0303319178438339,149,3.333333333333333,2.0,1,1,Mus,26,Macaca,149,64,0.4295302013422818,1,0.206402,381.601,-19663.8,1848.8241393,78.7632096,0.66955
10414,995069,366,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,149,64,0.4295302013422818,0,1e-06,1e-06,-3683.95,1.0,0.0,0.05629
10415,1034783,785,347,272,75,9,Gorilla,109,Macaca,0.0401852924145917,111,10.84375,4.0,9,2,Mus,67,Pan,111,197,1.7747747747747749,1,5.9605,1224.85,-7003.99,205.4945055,7300.718425,0.06285
10416,1034799,534,4,2,2,0,Pan,1,Mus,0.0006809669731018,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.00395268,2.10721,-3380.6,533.1091816,0.0083291,0.08375
10417,1034811,247,1,1,0,0,Mus,1,Rattus,0.0003680529996319,1,1.0,1.0,1,0,Mus,1,Rattus,1,1,1.0,1,0.0371024,9.13871,-1149.46,246.3104813,0.3390681,0.02528
10418,976273,407,582,292,290,0,Rattus,60,Macaca,0.1299977663614027,60,52.90909090909091,58.0,58,0,Rattus,58,Mus,60,2,0.0333333333333333,1,0.817096,306.505,-2691.9,375.1150416,250.4440095,0.10313
10419,976369,852,89,56,33,6,Mus,18,Pan,0.0094963721724285,29,4.45,6.0,6,1,Pan,10,Pan,29,23,0.7931034482758621,1,1.09364,744.763,-8579.35,680.99466,814.5026073,0.23645
10420,797822,793,1958,1151,807,128,V7,261,Macaca,0.2244640605296343,407,10.583783783783783,7.0,5,1,Mus,126,Macaca,407,344,0.8452088452088452,1,0.946096,434.008,-7872.27,458.7356886,410.6132328,0.87501
10421,798262,278,30,15,15,0,Gorilla,3,Mus,0.0098103335513407,3,3.0,3.0,3,0,Gorilla,3,Mus,3,0,0.0,1,1.11392,258.366,-2489.29,231.943048,287.7990547,0.18313
10422,798554,92,127,72,55,11,Mus,17,Gorilla,0.125494071146245,17,10.583333333333334,11.0,11,5,Pan,17,Gorilla,17,17,1.0,1,41.0021,1305.98,-920.212,31.8515393,53547.922558,0.01426
10423,304045,80,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,17,17,1.0,0,1e-06,1e-06,-694.016,1.0,0.0,0.1516
10424,304094,250,8,6,2,0,Pan,4,Rattus,0.0029090909090909,4,2.0,2.0,2,0,Pan,2,Mus,4,4,1.0,1,2.21976,487.054,-1610.99,219.4174145,1081.142987,0.06291
10425,820975,532,13,9,4,0,Pan,7,Rattus,0.0022214627477785,7,1.4444444444444444,1.0,1,0,Pan,5,Rattus,7,5,0.7142857142857143,1,0.123413,63.5973,-3823.37,515.3209143,7.8487336,0.25316
10426,821092,224,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,7,5,0.7142857142857143,0,1e-06,1e-06,-2557.78,1.0,0.0,0.08403
10427,821117,615,556,407,149,25,Mus,142,Macaca,0.0821877309682187,181,6.619047619047619,1.0,1,1,Mus,116,Macaca,181,258,1.425414364640884,1,1.82849,733.114,-6709.28,400.9395731,1340.4916179,0.3238
10428,974009,302,10,6,4,0,Pan,4,Mus,0.0030102347983142,4,1.1111111111111112,1.0,1,0,Pan,2,Mus,4,2,0.5,1,0.570825,160.277,-2324.51,280.7813253,91.4901185,0.1312
10429,974024,265,32,16,16,0,Mus,4,Pan,0.0109777015437392,4,2.0,2.0,1,0,Mus,3,Pan,4,0,0.0,1,0.564134,144.415,-1233.05,255.9941432,81.4694116,0.05983
10430,807120,459,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,0,0.0,0,1e-06,1e-06,-6609.23,1.0,0.0,0.91416
10431,807122,318,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,0,0.0,0,1e-06,1e-06,-4028.54,1.0,0.0,0.57803
10432,951914,626,36,21,15,1,Gorilla,9,Rattus,0.0052279988382224,9,1.2,1.0,1,1,Mus,7,Rattus,9,6,0.6666666666666666,1,0.111231,67.0922,-5300.4,603.1789699,7.4627325,0.33224
10433,951958,611,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,9,6,0.6666666666666666,0,1e-06,1e-06,-7314.17,1.0,0.0,0.09386
10434,951961,1021,736,392,344,42,Pan,77,Rattus,0.0655329000089039,121,15.659574468085106,6.0,43,1,Mus,43,Mus,121,48,0.396694214876033,1,1.54376,1023.68,-11847.1,663.1082552,1580.3162368,0.38339
10435,770540,203,80,40,40,0,Gorilla,8,Mus,0.0358262427227944,8,8.0,8.0,8,0,Gorilla,8,Mus,8,0,0.0,1,0.0596899,11.8638,-1273.92,198.7572437,0.708149,0.3237
10436,770553,1385,156,86,70,12,Macaca,16,Pan,0.0102395799146701,31,3.7142857142857135,1.0,1,1,Mus,12,Pan,31,16,0.5161290322580645,1,2.331,1307.94,-16680.6,561.1068211,3048.80814,0.06529
10437,770555,1561,152,90,62,11,Rattus,30,Pan,0.0088521344126725,41,2.6666666666666665,1.0,1,1,Mus,26,Pan,41,28,0.6829268292682927,1,1.08508,1216.37,-14134.2,1120.995687,1319.8587596,0.07652
10438,811526,723,161,100,61,10,Macaca,33,Gorilla,0.0202439331070036,46,3.926829268292683,1.0,1,1,Mus,21,Gorilla,46,39,0.8478260869565217,1,0.645649,396.605,-6304.28,614.27339,256.0676216,0.28283
10439,811530,260,46,27,19,2,Rattus,6,Macaca,0.016083916083916,10,1.4838709677419355,1.0,1,1,Mus,3,Pan,10,8,0.8,1,0.0382007,9.59364,-2012.12,251.1378064,0.3664838,0.88476
10440,811539,918,1606,855,751,58,Mus,220,Gorilla,0.1590413943355119,251,16.556701030927837,8.0,2,1,Rattus,191,Gorilla,251,104,0.4143426294820717,1,2.40053,1267.22,-8469.32,527.8917572,3041.9996266,0.29307
10441,978337,366,242,160,82,16,Mus,78,Pan,0.0601092896174863,94,6.368421052631579,3.0,2,1,Homo,38,Pan,94,78,0.8297872340425532,1,0.460067,139.648,-3246.21,303.5383977,64.2474364,0.45894
10442,978489,3724,3049,2160,889,142,Mus,833,Rattus,0.0744312078898545,1037,34.64772727272727,19.0,19,1,Mus,688,Rattus,1037,1271,1.225650916104147,1,1.80762,1488.59,-41477.7,823.5082595,2690.8050558,0.07544
10443,982719,1934,3426,1951,1475,287,V2,476,Rattus,0.1610416470809438,767,15.294642857142858,9.0,1,1,Mus,111,Rattus,767,476,0.6205997392438071,1,0.914793,1277.56,-18800.1,1396.5563794,1168.7029451,0.38852
10444,1007421,1965,740,394,346,40,Pan,118,Mus,0.034235484617164,160,5.606060606060606,3.0,1,1,Mus,66,Mus,160,48,0.3,1,0.237887,417.02,-18742.9,1753.0171888,99.2036367,0.51175
10445,1007426,771,832,480,352,65,Rattus,126,Macaca,0.09810163895767,198,11.243243243243244,6.5,1,1,Mus,44,Macaca,198,128,0.6464646464646465,1,1.39247,707.642,-6764.0,508.191918,985.3702557,0.3968
10446,644248,474,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,198,128,0.6464646464646465,0,1e-06,1e-06,-5023.4,1.0,0.0,0.02409
10447,644250,502,59,36,23,4,Pan,10,Macaca,0.010684534588917,17,3.933333333333333,4.0,4,1,Mus,6,Mus,17,13,0.7647058823529411,1,0.409166,185.764,-4502.79,454.0064424,76.0083128,0.25993
10448,1030743,582,368,260,108,21,Homo,67,Pan,0.0574820368634801,119,13.62962962962963,10.0,11,1,Mus,67,Pan,119,152,1.2773109243697478,1,4.07587,1431.14,-4915.73,351.1250359,5833.1405918,0.12917
10449,1030760,328,541,284,257,37,Rattus,55,Pan,0.1499445676274944,82,16.90625,21.0,32,1,Mus,32,Mus,82,27,0.3292682926829268,1,0.487547,119.216,-2937.26,244.5220666,58.1234032,0.73774
10450,945285,803,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,82,27,0.3292682926829268,0,1e-06,1e-06,-10725.5,1.0,0.0,0.03218
10451,945292,472,432,255,177,31,Gorilla,74,Pan,0.0832049306625577,109,6.857142857142857,2.0,1,1,Mus,68,Pan,109,78,0.7155963302752294,1,0.57488,197.74,-4520.58,343.9674367,113.6767712,0.7016
10452,683685,345,8,4,4,0,Pan,2,Mus,0.0021080368906455,2,2.0,2.0,2,0,Pan,2,Mus,2,0,0.0,1,0.0791779,26.7409,-2605.74,337.7318671,2.1172883,0.2523
10453,683849,685,20,10,10,0,Rattus,2,Mus,0.0026542800265428,2,2.0,2.0,2,0,Rattus,2,Mus,2,0,0.0,1,0.177304,118.396,-5234.8,667.7570726,20.9920844,0.14007
10454,1024186,429,105,60,45,1,Pan,15,Homo,0.0222504767959313,15,7.5,7.5,14,1,Pan,14,Mus,15,15,1.0,1,0.312295,119.963,-3412.11,384.1335916,37.4638451,0.3773
10455,1024192,1056,59,55,4,0,Pan,53,Rattus,0.0050792011019283,53,5.363636363636363,1.0,1,0,Pan,48,Rattus,53,51,0.9622641509433962,1,0.217555,218.34,-9028.44,1003.608283,47.5009587,0.23811
10456,1024194,1175,899,453,446,51,Gorilla,120,root,0.0695551257253384,127,11.525641025641026,3.0,1,1,Mus,68,Pan,127,7,0.0551181102362204,1,0.952422,918.498,-11595.5,964.3813352,874.7977022,0.24069
10457,1028955,299,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,127,7,0.0551181102362204,0,1e-06,1e-06,-3426.64,1.0,0.0,0.11852
10458,1028976,1457,1601,1064,537,65,Homo,314,Gorilla,0.0998939289948212,445,16.852631578947367,6.0,1,1,Mus,145,Pan,445,527,1.1842696629213485,1,1.9222,1417.64,-16231.4,737.5091042,2724.987608,0.31119
10459,937268,960,25,13,12,2,Rattus,3,Mus,0.0023674242424242,4,1.1904761904761905,1.0,1,1,Mus,2,Mus,4,1,0.25,1,0.0583425,55.7946,-6916.56,956.3285769,3.2551965,0.03964
10460,937272,810,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,1,0.25,0,1e-06,1e-06,-10114.5,1.0,0.0,0.06561
10461,936807,401,627,350,277,20,Pan,80,Homo,0.14214463840399,93,9.220588235294118,3.0,1,1,Mus,59,Mus,93,73,0.7849462365591398,1,0.303621,93.5713,-3564.06,308.1845459,28.4102117,1.07997
10462,937258,152,215,134,81,0,Mus,27,Pan,0.1285885167464114,27,14.333333333333334,26.0,26,0,Mus,26,Rattus,27,53,1.962962962962963,1,1.64404,185.563,-1023.66,112.8701248,305.0729945,0.22976
10463,937299,295,24,12,12,0,Mus,3,Pan,0.0073959938366718,3,1.5,1.5,1,0,Mus,2,Pan,3,0,0.0,1,0.134632,38.2163,-1969.71,283.8574782,5.1451369,0.27996
10464,1041022,233,224,154,70,14,Mus,84,Gorilla,0.0873975809598127,98,18.666666666666668,14.0,14,9,Gorilla,75,Gorilla,98,84,0.8571428571428571,1,6.56584,962.662,-2110.97,146.6167314,6320.6846661,0.12536
10465,1041029,243,174,94,80,14,Gorilla,16,Mus,0.0650953984287317,30,14.5,16.0,16,1,Gorilla,16,Mus,30,14,0.4666666666666667,1,4.78557,739.631,-2386.57,154.5544209,3539.5559247,0.1355
10466,1041591,435,544,306,238,36,Pan,59,Mus,0.1136886102403343,89,17.0,16.0,16,4,Pan,30,Gorilla,89,68,0.7640449438202247,1,7.68805,1524.98,-4594.64,198.3571907,11724.122489,0.12464
10467,946629,772,328,203,125,13,V2,50,Gorilla,0.0386245878473857,72,2.902654867256637,1.0,1,1,Mus,19,Mus,72,78,1.0833333333333333,1,0.169703,114.078,-7392.08,672.2214693,19.3593788,0.90044
10468,946640,421,44,42,2,0,Homo,20,Pan,0.009501187648456,21,7.333333333333333,1.0,1,0,Homo,20,Pan,21,40,1.9047619047619049,1,1.07061,368.579,-3753.51,344.270089,394.6043632,0.21558
10469,946648,127,10,6,4,0,Mus,2,Pan,0.007158196134574,2,2.0,2.0,2,0,Mus,2,Pan,2,2,1.0,1,0.0176091,2.21028,-1051.14,125.5191918,0.038921,0.6697
10470,966198,461,62,60,2,0,Homo,29,Pan,0.0122263853283376,30,10.333333333333334,1.0,1,0,Homo,29,Pan,30,58,1.9333333333333331,1,2.08672,772.737,-3840.67,370.3117812,1612.4857526,0.12062
10471,966385,692,322,192,130,19,Gorilla,69,Macaca,0.0423016290068313,88,26.83333333333333,26.0,26,19,Gorilla,43,Macaca,88,62,0.7045454545454546,1,2.78581,1335.84,-5445.37,479.515832,3721.3964304,0.09817
10472,966386,691,327,242,85,17,Mus,157,Gorilla,0.0430206551769504,174,27.25,17.0,17,17,Mus,140,Gorilla,174,157,0.9022988505747126,1,0.810175,445.516,-6790.24,549.9009473,360.9459253,0.32955
10473,809277,1351,591,363,228,14,Homo,120,Pan,0.0397685216338066,206,21.107142857142858,14.0,14,1,Mus,119,Pan,206,135,0.6553398058252428,1,3.40404,1931.69,-13856.2,567.46983,6575.5500276,0.07058
10474,809280,627,263,167,96,8,Macaca,83,Gorilla,0.0381325213861099,87,7.514285714285714,6.0,2,2,Mus,77,Gorilla,87,71,0.8160919540229885,1,1.27692,645.33,-5618.88,505.3801334,824.0347836,0.1979
10475,811327,371,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,87,71,0.8160919540229885,0,1e-06,1e-06,-4655.07,1.0,0.0,0.2242
