OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Gorilla,seq_Macaca,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Gorilla,tree_Macaca,tree_V2,tree_V5,tree_V7,tree_V9,tree_root
929194,464,464,466,466,475,466,464,466,466,466,464,0.16993,0.15897,0.15121,0.16397,0.15113,0.16993,0.05655,0.15111,0.14899,0.14305,0
929402,368,367,365,365,365,363,368,365,365,365,365,0.1441,0.16757,0.12953,0.12685,0.12737,0.16758,0.12969,0.12675,0.12425,0.09771,0
929409,363,363,364,364,364,364,363,364,364,364,363,0.08071,0.06019,0.08071,0.07783,0.07782,0.06418,0.04927,0.07502,0.07215,0.0535,0
929417,326,326,337,337,302,301,326,337,337,325,325,0.06267,0.06899,0.04133,0.04423,0.06899,0.04049,0.04514,0.04123,0.04113,0.03013,0
929418,422,420,416,416,416,416,420,416,416,416,420,0.05553,0.0325,0.0407,0.04069,0.03825,0.05554,0.03046,0.03825,0.03815,0.03805,0
930525,668,656,664,664,664,664,668,664,664,664,668,0.03408,0.02962,0.02809,0.03408,0.02658,0.02501,0.02143,0.02799,0.02648,0.02196,0
930577,492,492,491,491,427,449,492,491,491,491,492,0.04022,0.058,0.05371,0.05371,0.0559,0.058,0.03036,0.05361,0.05351,0.05341,0
930734,193,164,169,169,169,168,163,169,169,168,163,0.45325,0.39785,0.45324,0.45318,0.44122,0.4431,0.31029,0.44719,0.44112,0.38594,0
930746,220,183,207,206,206,207,201,207,207,207,201,0.28567,0.31007,0.30518,0.31006,0.30036,0.2835,0.18035,0.30034,0.29551,0.25689,0
930751,117,115,116,116,116,115,115,116,116,115,115,0.22882,0.27168,0.27178,0.25441,0.27155,0.27136,0.16609,0.25431,0.25421,0.23135,0
930752,127,128,132,132,123,132,127,132,132,132,127,0.26583,0.3824,0.34232,0.33456,0.34355,0.38239,0.23569,0.33446,0.3204,0.29563,0
930753,116,112,114,114,114,112,112,114,114,112,112,0.52067,0.4221,0.52077,0.51176,0.51166,0.48449,0.34351,0.51166,0.51156,0.43589,0
930774,1126,1118,1160,1160,1150,1160,1120,1160,1160,1159,1120,0.276,0.2643,0.25804,0.25423,0.27599,0.25553,0.20045,0.24578,0.24365,0.20528,0
930775,733,735,806,878,877,878,738,878,878,876,729,0.73262,0.70773,0.73261,0.72177,0.7122,0.69336,0.60775,0.70934,0.70468,0.64972,0
930785,1134,1100,1137,1137,1137,1137,1134,1137,1137,1137,1134,0.03634,0.05117,0.05128,0.03642,0.03632,0.03934,0.02335,0.03465,0.03455,0.0315,0
931006,419,419,454,414,414,509,419,448,448,448,448,0.1021,0.11349,0.09566,0.08936,0.08926,0.1135,0.09797,0.08926,0.08916,0.08116,0
931086,361,357,351,351,351,351,357,351,351,351,357,0.13644,0.12667,0.13352,0.13654,0.13044,0.12156,0.09051,0.12457,0.12447,0.10793,0
931092,514,528,586,515,586,484,509,586,586,512,508,0.16385,0.17151,0.17152,0.16332,0.16573,0.15228,0.1074,0.15924,0.15522,0.11823,0
931127,90,90,97,97,90,90,90,97,90,90,90,0.08326,0.08639,0.07905,0.08639,0.06156,0.03819,0.06082,0.07125,0.06146,0.03809,0
931241,2241,2225,2266,2266,2227,2266,2245,2266,2266,2267,2245,0.3327,0.33272,0.33002,0.33272,0.33039,0.33257,0.26149,0.32688,0.3231,0.30714,0
931243,1945,1955,1948,1958,1962,1915,1950,1958,1958,1958,1950,0.07573,0.08471,0.08152,0.08048,0.08471,0.08096,0.04608,0.07841,0.07793,0.07069,0
931262,534,534,535,535,535,535,534,535,535,535,534,0.06417,0.05268,0.04707,0.04707,0.04518,0.06417,0.03864,0.04518,0.04508,0.04106,0
931265,550,550,520,486,358,433,543,550,538,537,536,0.55062,0.59397,0.59396,0.58742,0.56897,0.51614,0.39643,0.56371,0.54408,0.45652,0
931295,371,372,387,387,387,387,372,387,387,387,387,0.10017,0.09727,0.10016,0.10017,0.0947,0.07377,0.07728,0.09482,0.09208,0.06194,0
931297,312,323,318,318,318,257,312,318,318,316,316,0.09542,0.10383,0.06884,0.05584,0.05886,0.10383,0.07994,0.05574,0.05564,0.03026,0
931475,904,905,904,904,904,883,905,904,904,904,905,0.02416,0.02129,0.01994,0.01994,0.02416,0.01855,0.01519,0.01984,0.01974,0.01743,0
931477,719,719,719,719,721,719,719,719,719,719,719,0.03999,0.023,0.03917,0.03788,0.03918,0.03999,0.02028,0.03778,0.03639,0.03116,0
931480,862,862,863,904,844,863,862,863,863,863,862,0.02805,0.0255,0.02569,0.02791,0.02804,0.02751,0.01666,0.02559,0.0244,0.01994,0
931481,833,830,840,840,880,842,833,840,840,840,840,0.0666,0.05676,0.051,0.05096,0.05804,0.0666,0.04273,0.04739,0.04729,0.03408,0
931756,223,223,224,224,224,224,223,224,224,224,223,0.23749,0.23929,0.19016,0.19016,0.19803,0.23929,0.17392,0.19006,0.18715,0.17375,0
931774,111,108,113,113,113,113,110,113,113,113,113,0.29474,0.24286,0.22159,0.21273,0.22142,0.29474,0.17664,0.21263,0.21253,0.17365,0
931783,63,78,78,78,78,78,78,78,78,78,78,0.46558,0.10324,0.4058,0.36894,0.35651,0.46558,0.0643,0.36884,0.35641,0.35631,0
931796,872,865,880,880,880,820,869,880,880,870,869,0.51331,0.56038,0.52374,0.52522,0.53126,0.56038,0.36662,0.51872,0.51494,0.49071,0
931813,421,364,424,424,424,424,421,424,424,424,421,0.08807,0.07661,0.08807,0.08579,0.08573,0.06971,0.05983,0.08569,0.08333,0.06682,0
931904,980,907,985,985,985,985,980,985,985,985,980,0.10039,0.09177,0.0934,0.09378,0.09383,0.10038,0.06387,0.09207,0.08702,0.07537,0
932076,919,919,814,919,919,919,919,919,919,919,918,0.18616,0.20402,0.20402,0.15287,0.14969,0.15534,0.12841,0.14362,0.14189,0.13396,0
932177,171,170,169,170,170,170,170,170,170,170,170,0.13523,0.08386,0.12734,0.12734,0.11551,0.13523,0.07307,0.12724,0.11541,0.11326,0
932191,480,478,479,479,479,479,480,479,479,479,480,0.11199,0.10719,0.11028,0.10614,0.11115,0.11199,0.08785,0.10604,0.10433,0.0929,0
932206,1665,1663,1637,1658,1639,1637,1665,1635,1635,1636,1613,0.0743,0.06877,0.07048,0.06814,0.06743,0.0743,0.0562,0.06555,0.06363,0.05424,0
932210,1322,1323,1331,1332,1331,1117,1323,1332,1332,1328,1323,0.11652,0.13684,0.11489,0.11868,0.11702,0.13684,0.09012,0.11338,0.11255,0.10486,0
932251,769,931,934,934,934,934,934,934,934,934,934,0.17471,0.12816,0.17429,0.1747,0.17321,0.17269,0.05135,0.16912,0.16676,0.15274,0
932255,723,724,712,712,712,713,724,712,712,713,724,0.15423,0.14413,0.14852,0.15422,0.14919,0.14336,0.10629,0.14708,0.14457,0.12379,0
932595,935,935,937,937,937,936,935,937,937,937,935,0.06447,0.05789,0.05258,0.05151,0.05691,0.06448,0.04647,0.05044,0.04937,0.04927,0
932603,357,357,387,387,387,388,357,387,387,388,349,0.57281,0.5117,0.55646,0.564,0.5728,0.53183,0.48291,0.55037,0.54411,0.49135,0
933057,454,494,454,454,465,454,454,454,454,454,454,0.13468,0.13178,0.13469,0.13035,0.13255,0.11816,0.08801,0.13025,0.12584,0.11297,0
933069,205,208,208,208,208,208,208,208,208,208,208,0.22764,0.23757,0.23768,0.22814,0.22344,0.20623,0.16611,0.22344,0.22334,0.18986,0
933072,1175,1126,1037,1037,1037,1037,1165,1037,1037,1038,1165,0.34513,0.3501,0.34221,0.3501,0.34933,0.35004,0.20377,0.33718,0.33522,0.30679,0
933082,1170,980,1150,1156,1152,1151,1164,1156,1157,1160,1164,0.08556,0.1009,0.09876,0.09879,0.09951,0.10089,0.05409,0.09438,0.09428,0.09143,0
933091,949,949,950,950,961,950,949,950,950,950,949,0.09861,0.09476,0.09442,0.09025,0.0986,0.09179,0.06426,0.09015,0.09005,0.08061,0
933093,552,552,548,548,558,548,552,548,548,548,548,0.06781,0.07487,0.07299,0.07487,0.0675,0.05769,0.05572,0.06926,0.0674,0.04925,0
933517,1078,1047,1064,1064,1030,970,1079,1064,1065,1055,1042,0.31136,0.33347,0.32919,0.33034,0.33346,0.30863,0.26759,0.32096,0.32086,0.28009,0
933526,511,519,470,470,470,470,519,470,470,470,519,0.12087,0.14294,0.14294,0.14077,0.13647,0.12191,0.08459,0.13863,0.13215,0.10324,0
933731,323,323,322,322,322,322,323,322,322,322,323,0.08677,0.06707,0.08313,0.08281,0.08002,0.08676,0.04301,0.07986,0.07674,0.07049,0
934083,296,290,290,290,290,290,290,290,290,290,290,0.03632,0.04354,0.03957,0.04303,0.03611,0.04355,0.03301,0.03611,0.03601,0.0328,0
934139,303,302,303,303,303,303,303,303,303,303,303,0.08483,0.09982,0.09653,0.09992,0.09317,0.08606,0.07127,0.09317,0.09307,0.07921,0
935018,212,210,215,215,215,215,212,215,215,215,215,0.08284,0.10496,0.10506,0.10506,0.09568,0.08633,0.07694,0.10496,0.09558,0.07672,0
935082,95,99,100,100,100,100,99,100,100,100,99,0.27927,0.10322,0.2375,0.22742,0.22732,0.27927,0.0504,0.22732,0.22722,0.22712,0
935088,432,445,432,432,432,432,432,432,432,432,432,0.04222,0.1099,0.10765,0.10987,0.10989,0.10548,0.02423,0.10755,0.10288,0.10069,0
935111,430,427,427,427,439,427,430,427,427,427,427,0.25461,0.23019,0.14089,0.13598,0.25461,0.12524,0.17526,0.12885,0.12224,0.10093,0
935133,740,730,742,740,744,688,741,742,748,748,741,0.22262,0.20235,0.15177,0.15304,0.15578,0.22263,0.12914,0.15167,0.15031,0.15021,0
935139,598,597,613,588,517,582,597,612,612,606,590,0.45038,0.4454,0.43424,0.42174,0.45037,0.37914,0.34433,0.42164,0.42154,0.35056,0
935165,165,165,154,155,155,154,165,155,155,155,165,0.07143,0.12982,0.12982,0.12975,0.11673,0.10798,0.04107,0.12318,0.11663,0.10208,0
935259,638,747,727,638,727,727,725,727,727,727,725,0.03418,0.04613,0.04577,0.0445,0.0444,0.04613,0.02551,0.0444,0.04303,0.04113,0
935266,760,789,766,766,766,766,764,766,766,766,764,0.09354,0.08788,0.09107,0.08975,0.09354,0.09127,0.04612,0.08844,0.08572,0.08052,0
935268,800,669,796,796,784,789,784,796,784,784,784,0.05676,0.08353,0.08072,0.08197,0.07415,0.08354,0.04067,0.0782,0.06878,0.06678,0
935607,395,395,395,395,395,392,395,395,395,395,395,0.07389,0.06966,0.07389,0.0739,0.07384,0.06471,0.04351,0.07135,0.06879,0.05466,0
935856,240,253,240,240,240,240,240,240,240,240,240,0.11186,0.16027,0.14516,0.14925,0.141,0.16027,0.07674,0.14506,0.1409,0.13135,0
935864,270,271,264,265,265,267,270,265,265,265,270,0.5416,0.43143,0.53761,0.54161,0.51108,0.47971,0.33873,0.53371,0.5061,0.44721,0
935871,2246,2244,1660,2248,2250,2248,2246,2248,2248,2248,2246,0.17742,0.17977,0.17975,0.16225,0.16062,0.15128,0.12229,0.1587,0.15577,0.13747,0
935880,832,831,831,831,831,823,831,831,831,831,831,0.0456,0.04352,0.02602,0.02712,0.02726,0.04561,0.02656,0.02592,0.02478,0.02252,0
936363,278,278,280,280,280,280,278,280,280,280,278,0.14494,0.11428,0.13853,0.13853,0.13524,0.14494,0.09914,0.13501,0.12804,0.12387,0
936466,752,756,754,754,714,750,752,754,754,754,754,0.10485,0.11559,0.09697,0.09569,0.09592,0.1156,0.09169,0.09031,0.09021,0.0814,0
936475,66,68,107,107,107,107,68,107,107,107,68,0.31056,0.37894,0.30467,0.30467,0.31398,0.37893,0.26426,0.30457,0.30447,0.26743,0
936481,1962,1962,2049,1964,1983,1985,1962,1982,1982,1984,1962,0.25358,0.26897,0.26898,0.25756,0.25443,0.26212,0.20146,0.25499,0.25138,0.23511,0
936490,1252,1255,1283,1259,1254,1241,1255,1259,1259,1259,1250,0.11893,0.11555,0.09836,0.10097,0.11426,0.11892,0.08373,0.09687,0.09531,0.08553,0
936493,539,539,666,539,666,666,539,666,666,666,666,0.01038,0.01603,0.01527,0.01604,0.01534,0.01412,0.00855,0.01225,0.01075,0.00355,0
936496,530,533,549,531,524,536,532,531,531,531,531,0.11486,0.10883,0.11485,0.08005,0.08624,0.09297,0.09842,0.07995,0.07825,0.06713,0
936660,456,456,436,456,456,440,456,456,456,456,456,0.13631,0.15822,0.09684,0.09254,0.0869,0.15822,0.10085,0.08995,0.07983,0.07409,0
936666,500,493,500,500,501,500,500,500,500,500,500,0.17324,0.1906,0.08103,0.08294,0.1906,0.06426,0.13318,0.08093,0.08083,0.06123,0
936978,293,298,293,293,317,293,294,293,293,293,293,0.11379,0.12399,0.05617,0.06299,0.12399,0.04233,0.06934,0.05607,0.05597,0.03143,0
937258,152,126,125,125,125,125,152,125,125,125,152,0.07343,0.10572,0.10581,0.09783,0.08989,0.0939,0.07333,0.08989,0.08979,0.08381,0
937268,957,958,958,958,958,958,957,958,958,958,957,0.01491,0.01609,0.01513,0.01607,0.01608,0.01305,0.00972,0.01503,0.01399,0.01295,0
937285,542,542,542,542,455,542,542,542,542,542,542,0.04776,0.03756,0.02995,0.02995,0.04776,0.02424,0.02767,0.02985,0.02975,0.02237,0
937299,295,295,292,292,292,292,295,292,292,292,292,0.09955,0.10124,0.08855,0.08514,0.09196,0.10123,0.07174,0.08169,0.08159,0.05269,0
937589,568,496,568,568,568,577,568,568,568,568,568,0.03604,0.1082,0.1082,0.10478,0.10301,0.10761,0.01784,0.10468,0.10291,0.09728,0
937595,263,263,269,269,269,270,263,269,269,269,263,0.12416,0.14809,0.13334,0.13334,0.1296,0.14809,0.07629,0.1296,0.1295,0.12131,0
937606,738,734,750,750,752,743,735,750,750,750,735,0.19693,0.19475,0.19694,0.19014,0.19317,0.17899,0.13145,0.1888,0.18625,0.15829,0
937629,93,95,87,87,87,91,93,87,87,90,93,0.19726,0.24912,0.22587,0.23781,0.23776,0.24913,0.18411,0.22577,0.22567,0.22557,0
937631,3042,3044,3068,3065,2942,3071,3046,3068,3068,3070,3046,0.11361,0.10216,0.1001,0.10043,0.1136,0.10009,0.08039,0.09779,0.09588,0.08906,0
937635,761,763,762,762,696,762,762,762,762,762,762,0.08816,0.09301,0.08579,0.08579,0.09039,0.09302,0.06659,0.08446,0.08307,0.07926,0
937651,439,443,445,446,447,445,440,446,446,445,440,0.15672,0.15229,0.14986,0.15672,0.14308,0.12614,0.1139,0.1476,0.14078,0.11339,0
937968,525,525,526,526,508,526,525,526,526,526,525,0.12879,0.1127,0.12445,0.12444,0.12879,0.12213,0.0816,0.12252,0.12055,0.10654,0
938020,191,185,204,204,204,194,187,204,204,194,187,0.42969,0.4523,0.43856,0.43846,0.419,0.4523,0.27927,0.42374,0.4189,0.38632,0
938051,1134,1137,1138,1138,1138,1138,1137,1138,1138,1138,1137,0.03859,0.04065,0.03487,0.03665,0.03445,0.04065,0.01996,0.03399,0.03289,0.02909,0
938058,1013,989,1040,1013,1040,1089,1013,1040,1040,1040,1040,0.18574,0.18373,0.07207,0.07518,0.07197,0.18575,0.14998,0.06916,0.06906,0.0549,0
938062,566,563,559,559,558,559,563,559,559,559,563,0.06305,0.05766,0.05957,0.0613,0.06305,0.05314,0.04473,0.05947,0.05937,0.04793,0
938095,67,67,68,68,68,68,67,68,68,68,68,0.67978,0.61138,0.45912,0.42877,0.53668,0.67978,0.49591,0.41313,0.41294,0.07947,0
938166,918,912,904,927,927,927,918,927,927,927,918,0.08077,0.05911,0.08078,0.06714,0.06496,0.06849,0.03876,0.06391,0.06174,0.05409,0
938501,242,241,252,262,268,255,241,262,257,259,233,0.23568,0.23757,0.20839,0.20045,0.20035,0.23757,0.19896,0.20035,0.20025,0.18651,0
938503,1074,1075,1054,1053,997,1080,1074,1056,1070,1080,1074,0.1612,0.13283,0.15245,0.16121,0.15834,0.16063,0.10783,0.14667,0.14558,0.12874,0
938727,296,300,300,300,300,300,298,300,300,300,298,0.17014,0.11124,0.17014,0.16355,0.16344,0.15001,0.09387,0.16345,0.16011,0.14991,0
938875,602,604,602,602,604,609,602,602,602,602,602,0.05593,0.04962,0.04804,0.04477,0.04467,0.05593,0.03683,0.04467,0.04299,0.04008,0
938877,592,616,592,592,624,592,592,592,592,592,592,0.03569,0.05346,0.05346,0.05187,0.05007,0.04802,0.02986,0.05177,0.04838,0.03869,0
938885,791,799,797,797,797,797,799,797,797,797,799,0.03185,0.02689,0.03104,0.03185,0.02855,0.02874,0.01968,0.0274,0.02435,0.02137,0
938886,729,729,712,730,730,712,729,730,730,729,729,0.04208,0.05151,0.05151,0.0488,0.05009,0.05026,0.03127,0.0487,0.04733,0.04175,0
939182,353,353,330,330,330,330,353,330,330,330,353,0.39102,0.40009,0.40017,0.39716,0.40008,0.38058,0.33465,0.39706,0.39696,0.3794,0
939343,406,406,411,411,411,411,406,411,411,411,406,0.08555,0.08957,0.08414,0.08659,0.08648,0.08957,0.07279,0.08169,0.08159,0.07447,0
939351,1680,1681,1676,1676,1683,1676,1681,1676,1677,1677,1681,0.17177,0.14503,0.11729,0.11702,0.17178,0.12209,0.09093,0.1135,0.11122,0.09906,0
939369,1279,1271,1222,1288,1297,1286,1285,1288,1288,1286,1285,0.32319,0.32822,0.31722,0.32107,0.32493,0.32821,0.23274,0.31069,0.30611,0.28625,0
939374,752,744,682,711,711,632,740,711,711,711,740,0.28193,0.26739,0.2748,0.27339,0.28192,0.27052,0.20213,0.27329,0.27174,0.26284,0
939392,482,481,491,491,491,491,481,491,491,491,491,0.18488,0.1615,0.18482,0.17435,0.18488,0.13354,0.13719,0.17227,0.1702,0.11964,0
939393,303,303,302,304,303,303,303,303,303,303,303,0.01001,0.01001,0.007,0.01021,0.0069,0.0068,0.0067,0.0069,0.0068,0.0067,0
939397,197,197,206,206,206,206,197,206,206,206,197,0.24501,0.2115,0.2402,0.24502,0.24006,0.23689,0.14594,0.2401,0.23513,0.22597,0
939398,159,154,99,99,98,99,154,99,99,99,154,0.41193,0.38185,0.40679,0.40679,0.40683,0.41192,0.10924,0.40669,0.39588,0.36386,0
939582,588,584,528,530,528,534,582,528,528,528,582,0.27015,0.27144,0.27063,0.27136,0.27145,0.25217,0.12805,0.26511,0.26198,0.22754,0
939589,515,511,520,520,533,520,514,520,520,520,514,0.08666,0.07965,0.08661,0.08477,0.08665,0.08598,0.05723,0.08467,0.07882,0.07353,0
939599,252,252,258,258,201,258,252,258,258,258,258,0.13327,0.15305,0.14465,0.13447,0.15305,0.13993,0.10669,0.13175,0.13165,0.09068,0
939620,633,633,624,624,624,623,632,624,624,623,632,0.34468,0.29671,0.33313,0.33968,0.34467,0.32597,0.22433,0.32826,0.32662,0.29526,0
939623,379,387,371,371,374,372,379,371,371,371,379,0.23642,0.24681,0.24409,0.24409,0.24681,0.23269,0.15851,0.24131,0.24121,0.21245,0
939629,255,255,334,334,334,322,255,334,334,317,255,0.10678,0.08803,0.10051,0.10677,0.09427,0.1043,0.06041,0.09743,0.09121,0.07108,0
940019,306,306,244,244,244,244,305,244,244,244,305,0.15262,0.18422,0.18432,0.18004,0.17994,0.18372,0.13113,0.17994,0.17984,0.16389,0
940329,304,304,308,308,308,305,304,308,308,308,304,0.06178,0.05938,0.05125,0.05448,0.0517,0.06178,0.03531,0.05115,0.0481,0.04272,0
940334,384,387,395,395,397,356,386,395,395,385,385,0.29153,0.302,0.2491,0.24908,0.302,0.28108,0.21489,0.24389,0.2405,0.18238,0
940357,371,371,378,378,380,372,371,378,378,372,371,0.14678,0.13671,0.12676,0.12416,0.13788,0.14678,0.09813,0.12406,0.12396,0.10788,0
940393,2144,2040,2171,2170,2170,2100,2140,2170,2170,2170,2140,0.40033,0.42664,0.40081,0.40144,0.39167,0.42663,0.29348,0.39253,0.38514,0.36039,0
940399,1190,1190,1192,1192,1192,1192,1190,1192,1192,1192,1190,0.01853,0.01922,0.01887,0.01645,0.01709,0.01922,0.0142,0.01635,0.01625,0.01521,0
940433,445,450,475,475,475,475,449,475,475,475,449,0.257,0.27052,0.27052,0.26419,0.26411,0.25313,0.19608,0.26409,0.25981,0.24241,0
940440,416,416,417,417,423,417,416,417,417,417,416,0.22262,0.1696,0.19195,0.19903,0.20894,0.22262,0.1395,0.19185,0.1894,0.17185,0
940444,380,380,344,380,380,344,380,380,380,380,380,0.03413,0.02766,0.03169,0.03422,0.03159,0.03212,0.01459,0.03159,0.03149,0.02346,0
940466,143,141,141,141,141,141,141,141,141,141,141,0.2713,0.25728,0.26452,0.26452,0.27131,0.26709,0.20382,0.26442,0.26432,0.23295,0
940515,1335,1331,1333,1333,1339,1333,1331,1333,1333,1333,1331,0.06254,0.04644,0.061,0.05867,0.06047,0.06254,0.02703,0.0572,0.0558,0.04565,0
940520,1333,1333,1338,1338,1342,1321,1333,1338,1338,1337,1333,0.10762,0.10197,0.09771,0.10056,0.10617,0.10762,0.06866,0.09426,0.09416,0.07873,0
941090,432,376,382,382,383,380,383,382,382,382,382,0.08452,0.08854,0.07835,0.07835,0.0861,0.08853,0.06559,0.07825,0.07815,0.06961,0
941119,192,194,193,193,193,193,194,193,193,193,194,0.31158,0.3213,0.29095,0.29095,0.29591,0.3213,0.26139,0.29085,0.29075,0.28494,0
941123,165,170,160,160,160,159,170,160,160,160,160,0.41892,0.41948,0.40012,0.39367,0.41948,0.34316,0.30063,0.38728,0.38718,0.30718,0
941129,483,482,429,483,483,429,483,483,483,483,483,0.01855,0.02332,0.01763,0.01836,0.01639,0.02332,0.01351,0.01753,0.01629,0.01619,0
941134,2688,2110,2718,2718,2721,2718,2690,2718,2718,2718,2690,0.18776,0.21183,0.20503,0.20909,0.21183,0.20287,0.12549,0.20135,0.20011,0.18417,0
941158,576,576,547,579,579,578,576,579,579,578,578,0.19908,0.20127,0.20137,0.15299,0.15982,0.15422,0.14644,0.15289,0.15279,0.14097,0
941181,98,98,96,98,98,98,98,98,98,98,98,0.27849,0.19317,0.25869,0.25869,0.2785,0.26142,0.10297,0.25859,0.25849,0.2342,0
941183,126,125,125,125,125,125,125,125,125,125,125,0.182,0.28353,0.27549,0.27549,0.28354,0.28116,0.13223,0.27539,0.26712,0.2349,0
941452,415,411,409,411,416,411,411,416,416,411,411,0.06998,0.06989,0.06998,0.06508,0.06028,0.06231,0.03916,0.06261,0.06018,0.05377,0
941665,454,454,454,454,458,454,454,454,454,454,454,0.04006,0.05075,0.04426,0.04862,0.05075,0.04715,0.02964,0.04416,0.04406,0.03313,0
942083,739,739,743,743,743,743,739,743,743,743,739,0.10583,0.11737,0.10899,0.11023,0.11283,0.11737,0.0728,0.10889,0.10879,0.09998,0
942171,273,270,275,275,270,275,274,275,275,275,274,0.35746,0.37651,0.32171,0.31477,0.37652,0.32306,0.27613,0.31467,0.30708,0.29333,0
942173,159,158,160,160,160,160,159,160,160,160,159,0.06667,0.06966,0.06743,0.06743,0.05449,0.06965,0.0452,0.06733,0.05439,0.04908,0
942193,345,345,346,346,346,346,345,346,346,346,346,0.02777,0.03472,0.01975,0.01692,0.01399,0.03472,0.02536,0.01682,0.01389,0.01379,0
942227,714,714,731,731,731,731,714,731,731,731,714,0.24514,0.23342,0.24026,0.24308,0.23815,0.24515,0.17278,0.23884,0.23491,0.21713,0
942237,454,455,481,481,481,480,451,481,481,481,451,0.10156,0.10939,0.10634,0.10722,0.10939,0.10681,0.08074,0.10465,0.10251,0.0951,0
942238,424,424,433,433,433,433,424,433,433,433,424,0.05453,0.08002,0.07782,0.0756,0.08003,0.07489,0.02885,0.0755,0.0754,0.06457,0
942414,266,267,260,260,260,260,266,260,260,260,266,0.11737,0.08916,0.10575,0.11747,0.11341,0.11006,0.06737,0.10565,0.10555,0.09987,0
942443,769,729,781,781,733,790,772,781,781,781,772,0.22677,0.23443,0.20222,0.20482,0.23443,0.21665,0.16639,0.19581,0.19571,0.18434,0
942480,2127,2124,2139,2139,2139,2091,2129,2139,2139,2139,2129,0.22862,0.22756,0.22604,0.2269,0.22698,0.22862,0.13599,0.22087,0.21876,0.1991,0
942496,208,228,208,208,206,208,208,208,208,208,208,0.08773,0.21453,0.11201,0.13614,0.21454,0.12518,0.07409,0.10638,0.10628,0.0572,0
942903,406,429,411,411,411,411,410,411,411,411,410,0.11327,0.1074,0.10854,0.11336,0.11326,0.10602,0.06128,0.10844,0.10834,0.09463,0
942907,495,457,496,496,424,496,495,496,496,496,496,0.05623,0.05384,0.0053,0.00336,0.05622,0.00501,0.04359,0.00326,0.00316,0.00101,0
942926,1360,1358,1335,1352,1353,1272,1360,1352,1352,1352,1360,0.09174,0.09404,0.09404,0.09087,0.08752,0.08788,0.05956,0.08484,0.08434,0.07551,0
942957,228,228,414,423,292,425,228,413,413,414,414,0.32321,0.37034,0.36194,0.37035,0.35205,0.2901,0.29502,0.33019,0.31977,0.20914,0
943340,922,963,923,923,923,923,924,923,923,923,924,0.08865,0.09037,0.09048,0.08938,0.08928,0.08838,0.05511,0.0861,0.086,0.06888,0
943485,1902,1902,1909,1932,1906,1895,1902,1909,1909,1909,1897,0.09884,0.09526,0.08457,0.09315,0.09643,0.09884,0.07427,0.08403,0.08046,0.07192,0
943490,1872,1872,1871,1871,1880,1871,1872,1871,1871,1871,1871,0.02997,0.03013,0.02887,0.02947,0.03012,0.02956,0.02491,0.02783,0.02654,0.01959,0
943492,1842,1841,1838,1838,1839,1855,1841,1838,1838,1838,1838,0.08461,0.07297,0.06752,0.06839,0.07832,0.08461,0.0564,0.0663,0.06472,0.055,0
943530,873,873,854,873,873,873,873,873,873,873,873,0.05223,0.03584,0.04657,0.04536,0.04535,0.05224,0.02969,0.04421,0.04305,0.04295,0
943534,600,600,612,612,611,610,600,612,612,612,612,0.1373,0.14286,0.13823,0.13823,0.14286,0.1313,0.1226,0.1366,0.12768,0.10647,0
943563,834,826,833,852,863,865,834,864,864,864,834,0.19593,0.19351,0.17401,0.17319,0.17306,0.19593,0.1394,0.16601,0.16329,0.15312,0
943568,462,459,518,538,427,518,462,538,538,537,462,0.05042,0.06158,0.05892,0.05113,0.0557,0.06157,0.03003,0.05103,0.05093,0.04532,0
944271,330,330,318,318,318,318,330,318,318,318,330,0.12708,0.12333,0.12084,0.12084,0.12707,0.1203,0.07849,0.12074,0.12064,0.10575,0
944457,193,195,194,194,189,207,193,194,194,194,194,0.28077,0.2825,0.28251,0.27225,0.26708,0.22956,0.231,0.27215,0.26698,0.1971,0
944479,692,691,695,695,695,695,691,695,695,695,691,0.03237,0.02523,0.02947,0.02947,0.02803,0.03237,0.01846,0.02803,0.02793,0.02656,0
944493,234,239,240,240,240,240,234,240,240,240,234,0.38881,0.55735,0.55735,0.5533,0.54979,0.49114,0.36019,0.54918,0.54113,0.48537,0
944494,143,141,136,136,136,137,141,136,136,137,141,0.14608,0.15252,0.1234,0.1234,0.1382,0.15252,0.09251,0.1233,0.1232,0.11866,0
944498,216,216,197,197,198,199,216,197,197,199,216,0.2365,0.18863,0.23651,0.23647,0.22144,0.23551,0.15918,0.22638,0.22134,0.19908,0
944632,1160,1163,1164,1164,1164,1168,1161,1164,1164,1163,1161,0.06706,0.07753,0.07417,0.07754,0.07582,0.07328,0.05091,0.07407,0.07321,0.06622,0
944641,379,388,384,385,388,385,384,385,385,385,379,0.13128,0.12929,0.11256,0.11001,0.11783,0.13129,0.09864,0.10991,0.10726,0.09722,0
944642,850,853,852,851,851,851,851,851,851,851,851,0.10817,0.10935,0.10946,0.10477,0.10467,0.10127,0.08025,0.1036,0.1035,0.09288,0
944653,204,204,261,261,260,260,204,261,260,260,204,0.11748,0.09296,0.11748,0.11616,0.11378,0.11573,0.09286,0.11297,0.10135,0.09511,0
