,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len,per_indel_div
10641,993181,1003,548,301,247,33,Mus,69,Gorilla,0.049669174,102,8.838709677,10.0,1,1,Mus,22,Rattus,102,54,0.529411765,1,0.93482,779.728,-9303.2,834.0942641,728.905329,0.2228,4.96691743
10642,993233,106,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,102,54,0.529411765,0,1e-06,1e-06,-1078.56,1.0,0.0,0.35028,0.0
10645,969337,651,1026,535,491,42,Macaca,101,Mus,0.143276079,142,31.09090909,1.0,1,1,Mus,96,Mus,142,44,0.309859155,1,0.597362,326.772,-4880.29,547.025087,195.2011755,0.32699,14.32760788
10646,969340,486,57,35,22,2,V2,6,Rattus,0.010662177,15,2.375,1.0,1,1,Mus,5,Pan,15,13,0.866666667,1,0.173595,76.2107,-3781.35,439.0143725,13.2297965,0.62517,1.066217733
10647,597890,543,233,137,96,19,Pan,40,Macaca,0.039008873,60,15.53333333,19.0,19,1,Mus,39,Macaca,60,41,0.683333333,1,1.21788,553.06,-4714.47,454.1169902,673.5607128,0.16221,3.900887326
10648,597891,532,9,9,0,0,Mus,6,Pan,0.001537936,9,4.5,4.5,3,0,Mus,6,Pan,9,9,1.0,1,0.0776624,40.7123,-3608.79,524.2215023,3.1618149,0.17464,0.153793575
10651,616848,336,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,9,9,1.0,0,1e-06,1e-06,-4175.69,1.0,0.0,0.26791,0.0
10653,617030,436,602,316,286,28,Homo,59,Mus,0.125521268,86,13.68181818,3.0,1,1,Mus,49,Mus,86,30,0.348837209,1,3.9568,955.889,-4493.65,241.5813283,3782.261595,0.22709,12.55212677
10664,603191,562,22,13,9,0,Rattus,3,Pan,0.003558719,4,2.75,3.0,3,0,Rattus,3,Pan,4,4,1.0,1,0.174316,96.0553,-4114.35,551.0412125,16.7439757,0.10597,0.355871886
10665,603195,815,245,245,0,0,Mus,245,Gorilla,0.0273285,245,245.0,245.0,245,0,Mus,245,Gorilla,245,245,1.0,1,1.4913,1038.05,-6922.56,696.0705425,1548.043965,0.09698,2.732849972
10667,810401,1703,259,185,74,12,Mus,65,Rattus,0.013825869,96,2.977011494,1.0,1,1,Mus,54,Rattus,96,111,1.15625,1,0.36915,558.184,-15118.4,1512.079101,206.0536236,0.34683,1.382586879
10671,312796,952,3,2,1,0,Mus,1,Pan,0.000286478,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.00226331,2.15201,-8212.97,950.8242353,0.0048707,0.1143,0.028647823
10673,997818,978,848,481,367,39,Pan,159,Rattus,0.07882506,241,7.247863248,3.0,1,1,Mus,68,Gorilla,241,114,0.473029046,1,0.345866,265.08,-8728.62,766.4239908,91.6821593,0.8672,7.882506042
10677,1022711,886,235,120,115,18,Rattus,26,V2,0.024112456,31,3.051948052,2.0,1,1,Mus,8,Mus,31,5,0.161290323,1,0.104369,87.3266,-7626.0,836.7101342,9.1141899,0.56138,2.411245639
10678,1022712,506,198,172,26,1,Pan,152,Rattus,0.035573123,153,7.615384615,3.0,3,1,Mus,145,Rattus,153,146,0.954248366,1,0.406326,176.076,-4302.09,433.3367788,71.5442568,0.42296,3.557312253
10679,1005337,2448,3119,1868,1251,219,Pan,615,Rattus,0.115827392,877,10.02893891,3.0,1,1,Mus,177,Rattus,877,617,0.703534778,1,0.525428,955.887,-22996.4,1819.254018,502.2497946,0.6954,11.58273916
10682,994123,153,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,22,1,0.045454545,0,1e-06,1e-06,-1443.09,1.0,0.0,0.01,0.0
10687,994864,486,237,119,118,1,Gorilla,24,Pan,0.044332211,24,21.54545455,24.0,24,1,Gorilla,24,Pan,24,1,0.041666667,1,2.13543,705.481,-4815.82,330.3695274,1506.505292,0.23789,4.4332211
10689,316473,438,96,77,19,1,Homo,51,Gorilla,0.01992528,63,5.052631579,1.0,1,1,Mus,50,Gorilla,63,58,0.920634921,1,0.107168,42.6914,-3678.19,398.359585,4.575152,0.93634,1.99252802
10690,315707,470,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,63,58,0.920634921,0,1e-06,1e-06,-6184.75,1.0,0.0,0.46506,0.0
10691,316215,439,106,53,53,1,Pan,18,Rattus,0.021950714,18,5.3,2.0,1,1,Rattus,14,Mus,18,0,0.0,1,0.153147,64.3696,-3847.06,420.3125102,9.8580111,0.28312,2.195071443
10694,316858,468,450,256,194,7,Mus,61,Homo,0.087412587,69,14.51612903,3.0,3,1,Pan,56,Pan,69,62,0.898550725,1,0.198932,81.7165,-4106.83,410.7760441,16.2560268,0.70899,8.741258741
10695,575534,1264,1,1,0,0,Rattus,1,Mus,7.19e-05,1,1.0,1.0,1,0,Rattus,1,Mus,1,1,1.0,1,0.0017167,2.16782,-9751.64,1262.783247,0.0037215,0.09138,0.007192175
10697,813201,1624,314,229,85,16,Homo,145,Macaca,0.01757725,160,11.62962963,2.0,15,1,Pan,97,Macaca,160,144,0.9,1,0.439969,650.574,-15412.8,1478.681453,286.2323922,0.22268,1.757725034
10698,813202,211,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,160,144,0.9,0,1e-06,1e-06,-2388.55,1.0,0.0,0.19838,0.0
10700,813396,722,47,28,19,3,Rattus,8,Gorilla,0.005917905,12,2.611111111,3.0,3,1,Mus,5,Gorilla,12,9,0.75,1,0.760922,474.891,-6033.41,624.0994478,361.3550095,0.21095,0.591790481
10703,687671,399,334,255,79,0,Pan,142,Mus,0.076099339,142,41.75,20.5,71,0,Pan,142,Mus,142,176,1.23943662,1,0.983763,303.118,-3361.36,308.12096,298.196273,0.3128,7.609933926
10710,1034483,610,3,2,1,0,Pan,1,Mus,0.000447094,1,1.0,1.0,1,0,Pan,1,Mus,1,1,1.0,1,0.00346851,2.11378,-4354.38,609.4201833,0.0073317,0.28869,0.044709389
10713,798313,1734,2443,1379,1064,112,Macaca,416,Rattus,0.128080109,534,29.43373494,5.0,1,1,Mus,160,Rattus,534,315,0.58988764,1,1.0109,1239.3,-17916.6,1225.937284,1252.80837,0.42027,12.8080109
10715,315176,523,1,1,0,0,Mus,1,Pan,0.000173822,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.00401083,2.0971,-4294.92,522.8593583,0.0084111,0.29368,0.017382235
10717,1022792,1079,713,361,352,15,Mus,72,Pan,0.060072458,77,12.08474576,4.0,1,1,Mus,52,Rattus,77,9,0.116883117,1,0.267182,263.736,-9363.93,987.1024246,70.465512,0.34893,6.007245766
10723,953115,272,36,18,18,0,Pan,9,Mus,0.012032086,9,2.25,2.0,1,0,Pan,4,Mus,9,0,0.0,1,0.0346456,9.3477,-1586.27,269.8091533,0.3238567,0.18491,1.203208556
10726,940019,311,491,278,213,5,Mus,67,Pan,0.143525285,71,17.53571429,1.0,1,1,Mus,66,Pan,71,65,0.915492958,1,0.79063,189.309,-2281.68,239.4406992,149.6733747,0.41006,14.3525285
10733,583181,281,140,70,70,0,Gorilla,14,Mus,0.045292786,14,14.0,14.0,14,0,Gorilla,14,Mus,14,0,0.0,1,1.83453,392.874,-2475.21,214.1551242,720.7391392,0.17699,4.529278551
10734,583496,271,471,275,196,9,Rattus,80,Mus,0.158000671,96,14.71875,12.0,12,1,Mus,57,Mus,96,79,0.822916667,1,1.49378,237.034,-2414.06,158.6806625,354.0766485,0.55482,15.80006709
10738,808767,844,575,370,205,37,Gorilla,162,Pan,0.061934511,195,12.23404255,7.0,7,1,Mus,95,Pan,195,165,0.846153846,1,3.86324,1225.26,-9313.48,317.1586544,4733.473442,0.13387,6.193451099
10742,987896,776,127,105,22,4,Mus,83,Gorilla,0.014878163,87,7.470588235,4.0,4,1,Pan,76,Gorilla,87,83,0.954022989,1,2.16261,1323.46,-5909.73,611.973495,2862.127831,0.06451,1.487816307
10743,987897,892,1221,697,524,30,Rattus,171,Gorilla,0.124439462,204,11.74038462,8.0,2,1,Mus,49,Pan,204,173,0.848039216,1,0.399103,296.737,-6721.47,743.5098208,118.4286269,0.52773,12.44394619
10744,987898,998,689,345,344,36,Gorilla,71,root,0.062761887,72,14.65957447,2.0,1,1,Mus,64,Mus,72,1,0.013888889,1,1.85557,1311.25,-9365.48,706.6561757,2433.116163,0.16496,6.276188741
10746,992178,582,317,175,142,17,Rattus,49,Gorilla,0.049515776,59,4.803030303,2.0,2,1,Pan,31,Gorilla,59,33,0.559322034,1,0.828544,391.091,-4811.68,472.0220049,324.0361015,0.2875,4.951577632
10747,988647,928,2,2,0,0,Mus,2,Homo,0.000195925,2,2.0,2.0,2,0,Mus,2,Homo,2,2,1.0,1,0.00511587,4.73477,-7448.6,925.5063166,0.0242225,0.32184,0.019592476
10748,988648,751,483,251,232,19,Gorilla,47,Mus,0.058467498,66,32.2,46.0,46,1,Mus,46,Mus,66,19,0.287878788,1,0.457329,286.473,-7058.28,626.4046234,131.0124106,0.44695,5.846749788
10749,988651,470,8,5,3,0,Mus,1,Rattus,0.001547389,2,1.0,1.0,1,0,Mus,1,Rattus,2,2,1.0,1,0.0620963,28.5823,-3462.75,460.2899046,1.7748551,0.31882,0.154738878
10752,1000817,680,89,45,44,1,Macaca,10,Mus,0.011898396,11,3.56,2.0,1,1,Mus,7,Mus,11,1,0.090909091,1,0.0634016,42.699,-5294.7,673.4688084,2.7071849,0.13532,1.189839572
10753,1000818,671,531,339,192,28,Pan,148,Macaca,0.071941471,175,14.75,5.0,26,2,Pan,68,Macaca,175,147,0.84,1,2.79271,1100.15,-6662.42,393.9363557,3072.399907,0.26851,7.194147135
10755,938091,331,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,63,27,0.428571429,0,1e-06,1e-06,-4059.77,1.0,0.0,0.22355,0.0
10756,938095,68,3,2,1,0,Pan,1,Mus,0.004010695,1,1.0,1.0,1,0,Pan,1,Mus,1,1,1.0,1,0.00465711,0.314904,-700.196,67.6179004,0.0014665,1.99406,0.401069519
10757,938166,945,263,155,108,18,Homo,41,Pan,0.025300625,74,8.483870968,6.0,1,1,Mus,40,Pan,74,47,0.635135135,1,1.37382,1022.04,-9498.53,743.9402542,1404.098993,0.20275,2.53006253
10760,810988,3496,3815,2063,1752,160,Homo,641,Rattus,0.099204285,869,12.93220339,4.0,1,1,Mus,130,Mus,869,311,0.357882624,1,0.380012,1029.92,-33842.8,2710.230203,391.381959,0.80246,9.920428542
10762,772831,954,4536,2324,2212,283,Rattus,507,root,0.432246998,588,33.35294118,6.0,3,1,Mus,244,Mus,588,112,0.19047619,1,1.75146,809.487,-8186.56,462.1784112,1417.784101,0.79176,43.22469983
10764,973709,322,52,27,25,1,Rattus,6,Pan,0.014680971,8,1.925925926,1.0,1,1,Mus,4,Pan,8,2,0.25,1,0.0522917,16.479,-3082.04,315.1360541,0.8617149,0.38573,1.46809712
10765,973718,297,78,41,37,1,Pan,18,Mus,0.023875115,21,4.588235294,1.0,1,1,Mus,16,Mus,21,4,0.19047619,1,0.0964157,27.5373,-2191.22,285.6101237,2.6550281,0.39798,2.387511478
10766,812568,2111,321,257,64,8,Homo,84,Mus,0.013823694,183,3.914634146,1.0,1,1,Mus,67,Mus,183,193,1.054644809,1,0.507482,918.067,-21259.6,1809.063179,465.9024773,0.33618,1.382369407
10767,812569,2976,744,474,270,51,Pan,151,Macaca,0.022727273,232,11.27272727,6.0,3,1,Pan,78,Macaca,232,204,0.879310345,1,0.731395,1512.29,-33253.1,2067.678888,1106.081345,0.06917,2.272727273
10768,812576,976,863,464,399,43,Mus,93,Macaca,0.080383756,139,8.141509434,2.0,1,1,Mus,36,Rattus,139,65,0.467625899,1,1.10975,844.433,-9160.71,760.9218292,937.1095217,0.26117,8.038375559
10772,992129,1459,502,270,232,36,Mus,48,Pan,0.031279207,86,7.070422535,4.0,1,1,Mus,26,Mus,86,38,0.441860465,1,0.764371,886.434,-13991.3,1159.690778,677.564443,0.34719,3.127920743
10774,994468,341,139,105,34,4,Pan,72,Gorilla,0.037056785,78,3.475,2.0,2,1,Mus,44,Gorilla,78,71,0.91025641,1,0.218976,63.0315,-3247.02,287.8466133,13.8023857,0.8787,3.705678486
10775,774968,173,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,78,71,0.91025641,0,1e-06,1e-06,-1826.8,1.0,0.0,0.11714,0.0
10782,812757,424,6,6,0,0,Pan,3,Mus,0.001286449,6,3.0,3.0,3,0,Pan,3,Mus,6,6,1.0,1,0.0205661,8.65629,-3226.31,420.9009,0.1780261,0.30973,0.12864494
10784,812771,437,153,127,26,2,Pan,86,Rattus,0.031828583,106,4.371428571,1.0,1,1,Mus,81,Rattus,106,101,0.952830189,1,3.40376,1060.95,-3891.48,311.6994148,3611.219172,0.11687,3.182858332
10787,970256,887,16,8,8,0,Pan,4,Mus,0.001639848,4,1.333333333,1.0,1,0,Pan,2,Mus,4,0,0.0,1,0.52787,456.206,-6632.38,864.2393013,240.8174612,0.04536,0.163984831
10791,1040781,562,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,66,13,0.196969697,0,1e-06,1e-06,-6935.35,1.0,0.0,0.12549,0.0
10793,695542,1251,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,8,2,0.25,0,1e-06,1e-06,-18563.2,1.0,0.0,0.09328,0.0
10794,695543,1496,378,214,164,22,Mus,63,Macaca,0.022970345,85,8.790697674,3.0,20,1,Mus,48,Macaca,85,50,0.588235294,1,0.21992,308.359,-15380.1,1402.141688,67.8143113,0.30403,2.297034516
10795,320122,333,442,231,211,8,Gorilla,53,Pan,0.120666121,61,27.625,41.0,41,3,Mus,41,Mus,61,20,0.327868852,1,6.3496,1300.51,-3001.73,204.8176263,8257.718296,0.06585,12.06661207
10798,681128,916,657,329,328,5,Mus,68,Rattus,0.065204446,69,31.28571429,5.0,63,1,Pan,63,Rattus,69,1,0.014492754,1,0.430213,342.824,-7696.3,796.8703875,147.4873415,0.35661,6.520444621
10800,681302,781,81,73,8,0,Pan,49,Gorilla,0.009428472,49,16.2,8.0,8,0,Pan,49,Gorilla,49,65,1.326530612,1,1.0582,752.27,-5747.69,710.8958609,796.052114,0.09495,0.942847166
10802,931267,286,393,203,190,30,Pan,50,Mus,0.124920534,63,28.07142857,30.0,30,20,Mus,33,Rattus,63,13,0.206349206,1,10.6583,1260.27,-1756.57,118.2430594,13432.33574,0.11,12.4920534
10804,808609,976,625,337,288,51,Gorilla,58,Pan,0.05821535,107,20.16129032,3.0,54,1,Pan,54,Mus,107,49,0.457943925,1,1.03711,809.697,-9973.52,780.7243205,839.7448557,0.25171,5.821535022
10815,946894,887,455,236,219,29,Rattus,64,Mus,0.046633186,74,5.986842105,1.0,1,1,Mus,32,Mus,74,17,0.22972973,1,0.126065,102.396,-8166.19,812.24765,12.9085517,0.73693,4.663318643
10816,1040945,1181,524,345,179,27,Gorilla,173,Pan,0.040335617,203,12.7804878,14.0,2,2,Mus,79,Pan,203,166,0.81773399,1,0.9489,911.65,-11913.8,960.7440194,865.064685,0.24759,4.033561697
10822,976272,755,829,512,317,20,Mus,152,Rattus,0.099819386,226,9.987951807,4.0,1,1,Mus,147,Rattus,226,195,0.862831858,1,0.51836,292.301,-6249.1,563.8957481,151.5171464,0.71034,9.981938591
10825,990796,1147,1126,597,529,85,Pan,119,Rattus,0.08924467,186,11.9787234,6.0,2,1,Mus,50,Pan,186,68,0.365591398,1,0.224492,214.64,-11352.2,956.1142491,48.1849629,0.9216,8.924466989
10830,948603,236,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,102,55,0.539215686,0,1e-06,1e-06,-2825.84,1.0,0.0,0.18896,0.0
10832,948687,316,6,4,2,0,Rattus,1,Mus,0.001726122,2,1.0,1.0,1,0,Rattus,1,Mus,2,2,1.0,1,0.00727542,2.29009,-2329.03,314.7708311,0.0166614,0.30711,0.172612198
10838,812065,520,116,68,48,8,V2,13,Gorilla,0.02027972,27,3.625,4.0,1,1,Mus,7,Mus,27,20,0.740740741,1,0.0768687,38.426,-4451.94,499.8913732,2.9537567,0.51088,2.027972028
10853,953432,2012,161,87,74,13,Gorilla,15,Mus,0.007274535,28,4.128205128,1.0,1,1,Mus,13,Gorilla,28,13,0.464285714,1,0.483451,932.916,-19780.7,1929.701252,451.0191731,0.08565,0.727453461
10855,604544,450,348,175,173,1,Rattus,38,Pan,0.07030303,39,9.157894737,3.0,24,1,Mus,24,Mus,39,2,0.051282051,1,0.322906,135.05,-3172.71,418.23317,43.6084553,0.23452,7.03030303
10858,1028378,278,69,38,31,6,Pan,7,Mus,0.022563767,12,2.875,3.0,3,1,Mus,6,Gorilla,12,7,0.583333333,1,3.74006,888.413,-1700.23,237.5397721,3322.717925,0.04576,2.256376717
10859,966830,2083,1081,607,474,60,Pan,163,Mus,0.047178458,259,3.388714734,2.0,1,1,Mus,33,Macaca,259,133,0.513513514,1,0.227461,407.401,-18878.0,1791.080669,92.6678389,0.73223,4.717845764
10861,966838,694,159,82,77,5,Pan,34,Rattus,0.020827875,36,2.789473684,1.0,1,1,Mus,22,Mus,36,5,0.138888889,1,1.42226,833.294,-6642.85,585.8942809,1185.160724,0.13271,2.082787529
10862,1022106,1363,326,253,73,7,Pan,137,Gorilla,0.02174348,160,13.58333333,7.0,7,1,Mus,81,Gorilla,160,180,1.125,1,1.25543,1304.78,-13681.8,1039.309241,1638.059955,0.11736,2.174348029
10868,961242,340,70,35,35,0,Gorilla,14,Mus,0.018716578,14,4.375,2.0,1,0,Gorilla,13,Mus,14,0,0.0,1,0.229449,70.2229,-3207.16,306.0501462,16.1125742,0.48417,1.871657754
10869,961245,351,166,94,72,3,Mus,22,Pan,0.042994043,25,11.06666667,2.0,22,1,Mus,22,Pan,25,22,0.88,1,0.588866,178.246,-2455.11,302.6936519,104.963009,0.27299,4.299404299
10870,1035427,319,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,25,22,0.88,0,1e-06,1e-06,-3626.09,1.0,0.0,0.23458,0.0
10871,1035432,302,52,26,26,0,Pan,13,Mus,0.015653221,13,4.333333333,4.0,4,0,Pan,5,Mus,13,0,0.0,1,0.0958523,27.696,-2552.58,288.9445532,2.6547253,0.45742,1.565322095
10879,1023066,555,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,346,439,1.268786127,0,1e-06,1e-06,-7096.29,1.0,0.0,0.1212,0.0
10880,987202,683,197,105,92,14,Mus,19,Rattus,0.026221217,32,3.338983051,2.0,1,1,Mus,7,Mus,32,13,0.40625,1,0.231407,140.896,-6244.56,608.8666289,32.6043207,0.53912,2.622121656
10881,987204,602,527,293,234,3,Mus,70,Macaca,0.079583207,72,9.581818182,6.0,1,1,Mus,40,Pan,72,59,0.819444444,1,0.213191,110.926,-5271.12,520.3127712,23.6484249,0.76002,7.958320749
10884,1014531,551,34,22,12,0,Pan,12,Mus,0.005609635,16,2.266666667,1.0,1,0,Pan,5,Mus,16,10,0.625,1,0.057104,30.6025,-4618.46,535.9081676,1.7475252,0.47416,0.560963537
10885,1022255,251,13,13,0,0,Mus,13,Gorilla,0.004708439,13,13.0,13.0,13,0,Mus,13,Gorilla,13,13,1.0,1,0.4367,99.3095,-2066.96,227.4089764,43.3684587,0.23857,0.470843897
10887,1022582,364,673,337,336,30,Mus,81,V9,0.168081918,82,28.04166667,20.0,20,1,Mus,61,Macaca,82,1,0.012195122,1,2.16198,488.666,-2958.75,226.0270678,1056.486119,0.3113,16.80819181
10888,1018681,717,630,331,299,37,Rattus,91,Mus,0.079878281,101,18.0,7.0,49,1,Mus,49,Mus,101,32,0.316831683,1,0.628971,369.924,-6611.0,588.1415836,232.6714682,0.35835,7.987828072
10902,995532,1014,1156,578,578,46,Rattus,144,root,0.10363995,144,32.11111111,46.0,48,4,Pan,48,Mus,144,0,0.0,1,0.645569,579.158,-8196.86,897.12796,373.8864509,0.20333,10.36399498
10903,995533,562,15,8,7,1,Rattus,2,Mus,0.002426399,3,1.0,1.0,1,1,Mus,1,Mus,3,1,0.333333333,1,0.00967761,5.41446,-4296.96,559.4831782,0.052399,0.30927,0.242639922
10907,303677,824,73,53,20,1,Macaca,35,Gorilla,0.008053839,36,2.517241379,1.0,1,1,Mus,17,Gorilla,36,33,0.916666667,1,2.05869,1289.77,-7098.53,626.5003473,2655.236601,0.08115,0.805383936
10910,936490,1328,782,424,358,45,Pan,87,Macaca,0.053532311,144,6.462809917,2.0,1,1,Mus,27,Mus,144,66,0.458333333,1,1.17887,1148.63,-12871.7,974.3483166,1354.085448,0.30555,5.353231106
10911,936493,666,508,381,127,0,Pan,127,Mus,0.069342069,127,127.0,127.0,127,0,Pan,127,Mus,127,254,2.0,1,2.61129,1294.69,-5679.6,495.8047555,3380.81105,0.05208,6.934206934
10913,813822,227,172,93,79,13,Homo,21,root,0.068882659,33,4.648648649,3.0,1,1,Mus,13,Gorilla,33,14,0.424242424,1,0.416487,73.9783,-1958.42,177.6245117,30.8110002,0.70221,6.888265919
10917,754338,366,473,284,189,14,Rattus,84,Pan,0.117486339,94,8.924528302,4.0,4,1,Mus,49,Pan,94,95,1.010638298,1,1.25526,306.289,-3169.25,244.0044294,384.4723301,0.44259,11.74863388
10918,754347,620,280,230,50,2,Rattus,99,Pan,0.041055718,99,7.368421053,2.0,2,2,Mus,47,Pan,99,180,1.818181818,1,1.89454,869.786,-6557.91,459.1014178,1647.844368,0.19776,4.105571848
10925,613120,344,10,5,5,0,Rattus,1,Mus,0.002642706,1,1.0,1.0,1,0,Rattus,1,Mus,1,0,0.0,1,0.00594217,2.04065,-2391.84,343.4183135,0.0121259,0.1991,0.264270613
10927,613134,304,40,20,20,0,Gorilla,4,Mus,0.011961722,4,4.0,4.0,4,0,Gorilla,4,Mus,4,0,0.0,1,0.0188238,5.67955,-2245.97,301.7217565,0.1069107,0.30989,1.196172249
10930,308332,959,150,145,5,1,Mus,140,Gorilla,0.014219357,141,12.5,1.0,1,1,Mus,139,Gorilla,141,140,0.992907801,1,1.33417,1107.88,-8455.55,830.3889309,1478.10026,0.09722,1.421935729
10931,308445,145,10,5,5,0,Macaca,1,Mus,0.006269592,1,1.0,1.0,1,0,Macaca,1,Mus,1,0,0.0,1,0.0149992,2.14749,-1171.2,143.1736359,0.0322106,1.02199,0.626959248
10932,308456,84,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,0,0.0,0,1e-06,1e-06,-794.626,1.0,0.0,0.0983,0.0
10933,308498,466,418,224,194,23,Rattus,44,Pan,0.081545064,61,5.097560976,3.0,3,1,Mus,20,Mus,61,30,0.491803279,1,0.296074,108.169,-4111.75,365.3444747,32.0260285,0.98002,8.154506438
10934,1039089,524,192,96,96,0,Pan,32,Mus,0.033310201,32,32.0,32.0,32,0,Pan,32,Mus,32,0,0.0,1,0.696198,302.774,-4734.98,434.8963944,210.7906533,0.30472,3.331020125
10935,1039116,605,685,350,335,20,Gorilla,67,Mus,0.102930128,82,32.61904762,15.0,5,5,Mus,62,Mus,82,15,0.182926829,1,1.14144,512.11,-5837.28,448.6525792,584.5428384,0.32156,10.29301277
10936,1039155,393,7,4,3,0,Mus,1,Pan,0.001619246,1,1.0,1.0,1,0,Mus,1,Pan,1,1,1.0,1,0.212053,78.6373,-3405.3,370.8379509,16.6752754,0.27893,0.161924589
10937,791525,295,77,77,0,0,Mus,77,Gorilla,0.023728814,77,77.0,77.0,77,0,Mus,77,Gorilla,77,77,1.0,1,2.81504,674.332,-2621.84,239.5461521,1898.271553,0.0876,2.372881356
10938,791526,328,704,376,328,28,Gorilla,83,Rattus,0.195121951,106,16.76190476,6.0,6,2,Rattus,55,Mus,106,48,0.452830189,1,0.291454,68.0105,-3129.3,233.3490019,19.8219323,1.49159,19.51219512
10949,1013752,751,470,273,197,36,Mus,79,Gorilla,0.056893839,115,9.591836735,2.0,1,1,Mus,44,Gorilla,115,76,0.660869565,1,0.742961,446.634,-7057.03,601.154031,331.8316433,0.34545,5.689383852
10956,805059,669,196,109,87,14,Gorilla,25,Pan,0.026634054,38,5.297297297,3.0,1,1,Mus,20,Pan,38,22,0.578947368,1,2.81733,1232.3,-7315.39,437.3999496,3471.795759,0.18553,2.663405354
10958,805081,551,108,100,8,1,Mus,49,Macaca,0.017818842,49,7.714285714,2.0,2,1,Mus,44,Pan,49,92,1.87755102,1,2.81644,1148.66,-4797.22,407.8411044,3235.13197,0.11048,1.781884178
10960,969419,319,254,157,97,4,Rattus,52,Gorilla,0.072385295,74,13.36842105,11.0,23,1,Mus,31,Mus,74,60,0.810810811,1,0.242538,65.1588,-2831.49,268.6539841,15.803485,0.79943,7.238529496
10962,791449,1078,283,189,94,9,Macaca,97,Pan,0.023865745,125,4.421875,2.0,1,1,Mus,86,Pan,125,95,0.76,1,0.668018,599.528,-9419.06,897.4728226,400.4954955,0.30866,2.386574464
10965,782425,1090,150,125,25,5,Mus,69,Pan,0.012510425,105,12.5,5.0,5,5,Mus,64,Pan,105,100,0.952380952,1,2.07404,1536.64,-9217.21,740.8921718,3187.052826,0.0491,1.251042535
10968,810944,436,23,12,11,1,Pan,4,Mus,0.004795663,5,1.533333333,1.0,1,1,Mus,3,Mus,5,1,0.2,1,0.111516,47.303,-3266.62,424.1812834,5.2750413,0.23813,0.479566305
10972,807777,689,34,17,17,0,Homo,7,Mus,0.00448608,7,2.428571429,3.0,1,0,Homo,4,Mus,7,0,0.0,1,0.154039,102.843,-5887.96,667.64261,15.8418329,0.20081,0.448607996
10975,585524,451,11,6,5,1,Mus,1,Mus,0.002217295,2,1.0,1.0,1,1,Mus,1,Mus,2,1,0.5,1,0.236763,102.781,-3768.85,434.1092147,24.3347379,0.15772,0.22172949
10979,973985,604,222,114,108,0,Gorilla,50,Rattus,0.033413606,51,4.352941176,4.0,6,0,Gorilla,11,Mus,51,6,0.117647059,1,0.235686,128.584,-5214.97,545.5733476,30.3054486,0.46057,3.341360626
10980,973992,212,512,275,237,11,Mus,61,Pan,0.219554031,65,10.44897959,2.0,1,1,Mus,47,Pan,65,38,0.584615385,1,0.368326,61.2348,-1577.28,166.2516358,22.5543689,0.78385,21.95540309
10982,974236,405,20,10,10,0,Mus,2,Rattus,0.004489338,2,2.0,2.0,2,0,Mus,2,Rattus,2,0,0.0,1,0.25239,98.7821,-2644.11,391.3867427,24.9316142,0.13282,0.448933782
10986,974731,178,36,22,14,0,Macaca,6,Pan,0.018386108,8,4.5,6.0,6,0,Macaca,6,Pan,8,8,1.0,1,0.147796,24.8237,-1197.99,167.9592141,3.6688436,0.3927,1.838610827
10987,807313,587,776,455,321,3,Mus,186,Rattus,0.12017965,193,24.25,7.0,7,2,Pan,92,Rattus,193,134,0.694300518,1,1.01602,446.981,-5197.34,439.933269,454.1416356,0.35296,12.017965
10993,1026204,368,257,129,128,1,Gorilla,26,Pan,0.063488142,26,15.11764706,25.0,25,1,Pan,25,Mus,26,1,0.038461538,1,5.19595,1073.92,-3537.26,206.684052,5580.034624,0.14471,6.348814229
